Fecha,variable,Medio_pago,Sucursal,Factura
2024-02-09,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011378
2024-02-09,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011379
2024-02-09,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011380
2024-02-09,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011381
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011382
2024-02-10,Telefonos_inteligentes,PayPal,Sucursal Sur,FAC011383
2024-02-10,Telefonos_inteligentes,PayPal,Sucursal Sur,FAC011384
2024-02-10,Telefonos_inteligentes,PayPal,Sucursal Este,FAC011385
2024-02-10,Telefonos_inteligentes,PayPal,Sucursal Norte,FAC011386
2024-02-10,Telefonos_inteligentes,PayPal,Sucursal Norte,FAC011387
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011388
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011389
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011390
2024-02-10,Telefonos_inteligentes,PayPal,Sucursal Centro,FAC011391
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011392
2024-02-10,Telefonos_inteligentes,Billetera digital,Sucursal Centro,FAC011393
2024-02-10,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011394
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011395
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011396
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011397
2024-02-10,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011398
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011399
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011400
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011401
2024-02-10,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011402
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011403
2024-02-10,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011404
2024-02-10,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Este,FAC011405
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011406
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011407
2024-02-10,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011408
2024-02-10,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011409
2024-02-10,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011410
2024-02-10,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011411
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011412
2024-02-10,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011413
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011414
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011415
2024-02-10,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011416
2024-02-10,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011417
2024-02-10,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011418
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011419
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011420
2024-02-10,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011421
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011422
2024-02-10,Telefonos_inteligentes,PayPal,Sucursal Norte,FAC011423
2024-02-10,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011424
2024-02-10,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011425
2024-02-10,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011426
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011427
2024-02-10,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011428
2024-02-10,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011429
2024-02-10,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011430
2024-02-10,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011431
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011432
2024-02-10,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011433
2024-02-10,Telefonos_inteligentes,PayPal,Sucursal Este,FAC011434
2024-02-10,Telefonos_inteligentes,PayPal,Sucursal Este,FAC011435
2024-02-10,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011436
2024-02-10,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011437
2024-02-10,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011438
2024-02-10,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011439
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011440
2024-02-10,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011441
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011442
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011443
2024-02-11,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011444
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011445
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011446
2024-02-11,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011447
2024-02-11,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011448
2024-02-11,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011449
2024-02-11,Telefonos_inteligentes,PayPal,Sucursal Norte,FAC011450
2024-02-11,Telefonos_inteligentes,PayPal,Sucursal Este,FAC011451
2024-02-11,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011452
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011453
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011454
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011455
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011456
2024-02-11,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011457
2024-02-11,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011458
2024-02-11,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011459
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011460
2024-02-11,Telefonos_inteligentes,PayPal,Sucursal Este,FAC011461
2024-02-11,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011462
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011463
2024-02-11,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011464
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011465
2024-02-11,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011466
2024-02-11,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011467
2024-02-11,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011468
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011469
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011470
2024-02-11,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011471
2024-02-11,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011472
2024-02-11,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Este,FAC011473
2024-02-11,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Este,FAC011474
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011475
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011476
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011477
2024-02-11,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Este,FAC011478
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011479
2024-02-11,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011480
2024-02-11,Telefonos_inteligentes,PayPal,Sucursal Centro,FAC011481
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011482
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011483
2024-02-11,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011484
2024-02-11,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011485
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011486
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011487
2024-02-11,Telefonos_inteligentes,PayPal,Sucursal Centro,FAC011488
2024-02-11,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011489
2024-02-11,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011490
2024-02-11,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011491
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011492
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011493
2024-02-11,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011494
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011495
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011496
2024-02-11,Telefonos_inteligentes,Billetera digital,Sucursal Centro,FAC011497
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011498
2024-02-11,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011499
2024-02-11,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011500
2024-02-11,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011501
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011502
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011503
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011504
2024-02-12,Telefonos_inteligentes,PayPal,Sucursal Centro,FAC011505
2024-02-12,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011506
2024-02-12,Telefonos_inteligentes,Billetera digital,Sucursal Centro,FAC011507
2024-02-12,Telefonos_inteligentes,PayPal,Sucursal Norte,FAC011508
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011509
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011510
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011511
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011512
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011513
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011514
2024-02-12,Telefonos_inteligentes,Billetera digital,Sucursal Centro,FAC011515
2024-02-12,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011516
2024-02-12,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011517
2024-02-12,Telefonos_inteligentes,PayPal,Sucursal Norte,FAC011518
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011519
2024-02-12,Telefonos_inteligentes,Billetera digital,Sucursal Centro,FAC011520
2024-02-12,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011521
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011522
2024-02-12,Telefonos_inteligentes,PayPal,Sucursal Centro,FAC011523
2024-02-12,Telefonos_inteligentes,PayPal,Sucursal Este,FAC011524
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011525
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011526
2024-02-12,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011527
2024-02-12,Telefonos_inteligentes,Billetera digital,Sucursal Centro,FAC011528
2024-02-12,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011529
2024-02-12,Telefonos_inteligentes,Billetera digital,Sucursal Centro,FAC011530
2024-02-12,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011531
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011532
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011533
2024-02-12,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011534
2024-02-12,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011535
2024-02-12,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011536
2024-02-12,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011537
2024-02-12,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011538
2024-02-12,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011539
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011540
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011541
2024-02-12,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011542
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011543
2024-02-12,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011544
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011545
2024-02-12,Telefonos_inteligentes,Billetera digital,Sucursal Centro,FAC011546
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011547
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011548
2024-02-12,Telefonos_inteligentes,PayPal,Sucursal Norte,FAC011549
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011550
2024-02-12,Telefonos_inteligentes,Billetera digital,Sucursal Centro,FAC011551
2024-02-12,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011552
2024-02-12,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Este,FAC011553
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011554
2024-02-12,Telefonos_inteligentes,Billetera digital,Sucursal Centro,FAC011555
2024-02-12,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Este,FAC011556
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011557
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011558
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011559
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011560
2024-02-12,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011561
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011562
2024-02-12,Telefonos_inteligentes,PayPal,Sucursal Norte,FAC011563
2024-02-12,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011564
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011565
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011566
2024-02-12,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011567
2024-02-12,Telefonos_inteligentes,PayPal,Sucursal Norte,FAC011568
2024-02-12,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011569
2024-02-12,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Este,FAC011570
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011571
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011572
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011573
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011574
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Este,FAC011575
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011576
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011577
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011578
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011579
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011580
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Este,FAC011581
2024-02-13,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011582
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011583
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011584
2024-02-13,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011585
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011586
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011587
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011588
2024-02-13,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011589
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011590
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011591
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011592
2024-02-13,Telefonos_inteligentes,Billetera digital,Sucursal Centro,FAC011593
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011594
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011595
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011596
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011597
2024-02-13,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011598
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011599
2024-02-13,Telefonos_inteligentes,PayPal,Sucursal Sur,FAC011600
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011601
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011602
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011603
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011604
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011605
2024-02-13,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011606
2024-02-13,Telefonos_inteligentes,PayPal,Sucursal Sur,FAC011607
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Este,FAC011608
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011609
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Este,FAC011610
2024-02-13,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011611
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011612
2024-02-13,Telefonos_inteligentes,PayPal,Sucursal Centro,FAC011613
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011614
2024-02-13,Telefonos_inteligentes,Billetera digital,Sucursal Centro,FAC011615
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011616
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011617
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011618
2024-02-13,Telefonos_inteligentes,PayPal,Sucursal Este,FAC011619
2024-02-13,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011620
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011621
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011622
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011623
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011624
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011625
2024-02-13,Telefonos_inteligentes,PayPal,Sucursal Centro,FAC011626
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011627
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011628
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011629
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011630
2024-02-13,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011631
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011632
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011633
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011634
2024-02-13,Telefonos_inteligentes,PayPal,Sucursal Este,FAC011635
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Este,FAC011636
2024-02-13,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011637
2024-02-13,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011638
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011639
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011640
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011641
2024-02-14,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011642
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011643
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011644
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011645
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011646
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011647
2024-02-14,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011648
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011649
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011650
2024-02-14,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011651
2024-02-14,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011652
2024-02-14,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011653
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011654
2024-02-14,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011655
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011656
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011657
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011658
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011659
2024-02-14,Telefonos_inteligentes,Billetera digital,Sucursal Centro,FAC011660
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011661
2024-02-14,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Este,FAC011662
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011663
2024-02-14,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011664
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011665
2024-02-14,Telefonos_inteligentes,PayPal,Sucursal Sur,FAC011666
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011667
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011668
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011669
2024-02-14,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011670
2024-02-14,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Este,FAC011671
2024-02-14,Telefonos_inteligentes,PayPal,Sucursal Centro,FAC011672
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011673
2024-02-14,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011674
2024-02-14,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011675
2024-02-14,Telefonos_inteligentes,Billetera digital,Sucursal Centro,FAC011676
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011677
2024-02-14,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011678
2024-02-14,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Centro,FAC011679
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011680
2024-02-14,Telefonos_inteligentes,Billetera digital,Sucursal Centro,FAC011681
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011682
2024-02-14,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011683
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011684
2024-02-14,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011685
2024-02-14,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011686
2024-02-14,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011687
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011688
2024-02-14,Telefonos_inteligentes,PayPal,Sucursal Este,FAC011689
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011690
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011691
2024-02-14,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Este,FAC011692
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011693
2024-02-14,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011694
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011695
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011696
2024-02-14,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011697
2024-02-14,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Este,FAC011698
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011699
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011700
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011701
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011702
2024-02-14,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011703
2024-02-14,Telefonos_inteligentes,PayPal,Sucursal Norte,FAC011704
2024-02-14,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011705
2024-02-15,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011706
2024-02-15,Telefonos_inteligentes,Efectivo,Sucursal Centro,FAC011707
2024-02-15,Telefonos_inteligentes,Billetera digital,Sucursal Este,FAC011708
2024-02-15,Telefonos_inteligentes,Efectivo,Sucursal Norte,FAC011709
2024-02-15,Telefonos_inteligentes,Efectivo,Sucursal Sur,FAC011710
2024-02-15,Telefonos_inteligentes,Billetera digital,Sucursal Sur,FAC011711
2024-02-15,Telefonos_inteligentes,Billetera digital,Sucursal Norte,FAC011712
2024-02-15,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Sur,FAC011713
2024-02-15,Telefonos_inteligentes,Efectivo,Sucursal Este,FAC011714
2024-02-15,Telefonos_inteligentes,Tarjeta de Crédito,Sucursal Norte,FAC011715
