"Fecha","Hora","Producto","Cantidad","Precio.Unitario","Tienda"
"2024-02-08","11:26","Cordero",1.77,24,"Trujillo"
"2024-02-08","11:31","Naranja",33.6,2.2,"Cusco"
"2024-02-08","11:32","Uva",3.02,4,"Cusco"
"2024-02-08","11:32","Cebolla",16.1,1.8,"Chiclayo"
"2024-02-08","11:33","Tomate",25.1,2,"Arequipa"
"2024-02-08","11:34","Fresa",11.02,6,"Arequipa"
"2024-02-08","11:34","Uva",3.29,4,"Chiclayo"
"2024-02-08","11:37","Tomate",3.9,2,"Cusco"
"2024-02-08","11:38","Queso",1.97,10,"Lima"
"2024-02-08","11:39","Zanahoria",8.21,1.8,"Trujillo"
"2024-02-08","11:40","Manzana",43.08,3,"Arequipa"
"2024-02-08","11:40","Queso",2.27,10,"Arequipa"
"2024-02-08","11:42","Plátano",143.33,1.5,"Chiclayo"
"2024-02-08","11:44","Tomate",3.6,2,"Cusco"
"2024-02-08","11:48","Queso",6.05,10,"Lima"
"2024-02-08","11:50","Carne de Cerdo",4.41,18,"Chiclayo"
"2024-02-08","11:51","Manzana",10.81,3,"Arequipa"
"2024-02-08","11:51","Papa",107.92,1.2,"Cusco"
"2024-02-08","11:51","Naranja",3.27,2.2,"Chiclayo"
"2024-02-08","11:52","Uva",3.63,4,"Lima"
"2024-02-08","11:53","Naranja",13.61,2.2,"Cusco"
"2024-02-08","11:54","Papa",116.22,1.2,"Arequipa"
"2024-02-08","11:55","Lechuga",5.44,1.5,"Cusco"
"2024-02-08","11:56","Cebolla",4.98,1.8,"Lima"
"2024-02-08","11:56","Pescado",4.76,15,"Trujillo"
"2024-02-08","11:56","Uva",2.54,4,"Cusco"
"2024-02-08","11:56","Lechuga",4.79,1.5,"Chiclayo"
"2024-02-08","12:00","Jamon",1.29,9.5,"Arequipa"
"2024-02-08","12:02","Cebolla",3.99,1.8,"Lima"
"2024-02-08","12:03","Manzana",24.97,3,"Arequipa"
"2024-02-08","12:06","Queso",0.97,10,"Lima"
"2024-02-08","12:09","Carne de Cerdo",3.3,18,"Trujillo"
"2024-02-08","12:10","Pollo",0.9,8,"Trujillo"
"2024-02-08","12:14","Cebolla",66.07,1.8,"Lima"
"2024-02-08","12:19","Carne de Cerdo",1.13,18,"Cusco"
"2024-02-08","12:22","Tomate",5.26,2,"Lima"
"2024-02-08","12:22","Huevo",1,7.2,"Lima"
"2024-02-08","12:22","Plátano",33.17,1.5,"Arequipa"
"2024-02-08","12:23","Carne de Res",2.54,16.5,"Trujillo"
"2024-02-08","12:23","Carne de Res",5.37,16.5,"Cusco"
"2024-02-08","12:24","Plátano",36.41,1.5,"Trujillo"
"2024-02-08","12:27","Fresa",3.46,6,"Chiclayo"
"2024-02-08","12:28","Manzana",5.86,3,"Lima"
"2024-02-08","12:28","Carne de Res",3.84,16.5,"Trujillo"
"2024-02-08","12:28","Naranja",3.44,2.2,"Chiclayo"
"2024-02-08","12:30","Uva",8.15,4,"Lima"
"2024-02-08","12:30","Jamon",6.27,9.5,"Cusco"
"2024-02-08","12:37","Pera",8.48,3.5,"Arequipa"
"2024-02-08","12:39","Tomate",3.6,2,"Arequipa"
"2024-02-08","12:41","Naranja",3.71,2.2,"Lima"
"2024-02-08","12:41","Manzana",22.03,3,"Trujillo"
"2024-02-08","12:42","Naranja",3.27,2.2,"Arequipa"
"2024-02-08","12:42","Cebolla",72.27,1.8,"Chiclayo"
"2024-02-08","12:45","Fresa",1.21,6,"Lima"
"2024-02-08","12:46","Jamon",7.71,9.5,"Lima"
"2024-02-08","12:46","Zanahoria",3.99,1.8,"Cusco"
"2024-02-08","12:46","Tomate",12.26,2,"Chiclayo"
"2024-02-08","12:51","Pescado",1.9,15,"Lima"
"2024-02-08","12:51","Queso",7.81,10,"Chiclayo"
"2024-02-08","12:52","Cebolla",3.99,1.8,"Lima"
"2024-02-08","12:55","Carne de Res",1.35,16.5,"Chiclayo"
"2024-02-08","12:58","Tomate",3.6,2,"Arequipa"
"2024-02-08","12:58","Fresa",4.35,6,"Cusco"
"2024-02-08","12:58","Pollo",0.92,8,"Chiclayo"
"2024-02-08","12:59","Fresa",1.66,6,"Cusco"
"2024-02-08","13:03","Jamon",6.77,9.5,"Arequipa"
"2024-02-08","13:03","Naranja",13.77,2.2,"Trujillo"
"2024-02-08","13:04","Carne de Cerdo",3.28,18,"Chiclayo"
"2024-02-08","13:05","Pescado",4.4,15,"Trujillo"
"2024-02-08","13:11","Uva",1.89,4,"Chiclayo"
"2024-02-08","13:15","Naranja",44.2,2.2,"Cusco"
"2024-02-08","13:17","Lechuga",17.11,1.5,"Arequipa"
"2024-02-08","13:19","Lechuga",10.23,1.5,"Chiclayo"
"2024-02-08","13:21","Papa",60.08,1.2,"Lima"
"2024-02-08","13:22","Jamon",6.7,9.5,"Arequipa"
"2024-02-08","13:22","Cebolla",119.44,1.8,"Cusco"
"2024-02-08","13:22","Naranja",19.03,2.2,"Chiclayo"
"2024-02-08","13:24","Zanahoria",4.39,1.8,"Chiclayo"
"2024-02-08","13:25","Queso",4.34,10,"Trujillo"
"2024-02-08","13:29","Cordero",0.84,24,"Arequipa"
"2024-02-08","13:29","Cordero",6,24,"Cusco"
"2024-02-08","13:31","Plátano",25.19,1.5,"Chiclayo"
"2024-02-08","13:32","Zanahoria",8.62,1.8,"Lima"
"2024-02-08","13:32","Tomate",13.74,2,"Chiclayo"
"2024-02-08","13:38","Zanahoria",3.99,1.8,"Arequipa"
"2024-02-08","13:40","Tomate",22.42,2,"Chiclayo"
"2024-02-08","13:40","Uva",1.8,4,"Chiclayo"
"2024-02-08","13:42","Cordero",1.63,24,"Arequipa"
"2024-02-08","13:42","Pera",6.29,3.5,"Trujillo"
"2024-02-08","13:42","Fresa",3.44,6,"Cusco"
"2024-02-08","13:43","Plátano",4.79,1.5,"Lima"
"2024-02-08","13:44","Naranja",27.12,2.2,"Arequipa"
"2024-02-08","13:44","Zanahoria",3.99,1.8,"Cusco"
"2024-02-08","13:47","Huevo",5.09,7.2,"Cusco"
"2024-02-08","13:48","Jamon",5.4,9.5,"Lima"
"2024-02-08","13:48","Uva",14.8,4,"Trujillo"
"2024-02-08","13:49","Pescado",1.06,15,"Lima"
"2024-02-08","13:49","Queso",2.35,10,"Trujillo"
"2024-02-08","13:50","Pollo",3.81,8,"Cusco"
"2024-02-08","13:50","Jamon",0.76,9.5,"Cusco"
"2024-02-08","13:50","Papa",117.78,1.2,"Chiclayo"
"2024-02-08","13:52","Naranja",17.59,2.2,"Arequipa"
"2024-02-08","13:52","Carne de Cerdo",1.01,18,"Arequipa"
"2024-02-08","13:53","Cordero",0.63,24,"Cusco"
"2024-02-08","13:56","Cordero",0.79,24,"Lima"
"2024-02-08","13:56","Cebolla",17.44,1.8,"Lima"
"2024-02-08","13:56","Uva",21.78,4,"Arequipa"
"2024-02-08","13:58","Zanahoria",3.99,1.8,"Cusco"
"2024-02-08","13:59","Carne de Cerdo",0.43,18,"Trujillo"
"2024-02-08","13:59","Pera",45.55,3.5,"Trujillo"
"2024-02-08","14:00","Lechuga",9.08,1.5,"Arequipa"
"2024-02-08","14:00","Pollo",26.88,8,"Trujillo"
"2024-02-08","14:00","Plátano",39.41,1.5,"Chiclayo"
"2024-02-08","14:02","Lechuga",71.69,1.5,"Lima"
"2024-02-08","14:02","Pollo",1.3,8,"Chiclayo"
"2024-02-08","14:03","Pollo",13.82,8,"Cusco"
"2024-02-08","14:07","Naranja",3.27,2.2,"Arequipa"
"2024-02-08","14:09","Uva",13.42,4,"Chiclayo"
"2024-02-08","14:10","Zanahoria",17.59,1.8,"Arequipa"
"2024-02-08","14:10","Manzana",7.85,3,"Chiclayo"
"2024-02-08","14:12","Pescado",0.88,15,"Arequipa"
"2024-02-08","14:12","Fresa",9.05,6,"Arequipa"
"2024-02-08","14:15","Papa",149.02,1.2,"Chiclayo"
"2024-02-08","14:15","Lechuga",9.35,1.5,"Chiclayo"
"2024-02-08","14:17","Queso",0.72,10,"Arequipa"
"2024-02-08","14:17","Cebolla",3.99,1.8,"Chiclayo"
"2024-02-08","14:18","Papa",12.55,1.2,"Arequipa"
"2024-02-08","14:20","Fresa",7.05,6,"Lima"
"2024-02-08","14:21","Lechuga",46.49,1.5,"Lima"
"2024-02-08","14:23","Naranja",5.28,2.2,"Chiclayo"
"2024-02-08","14:24","Manzana",11.21,3,"Chiclayo"
"2024-02-08","14:31","Pera",7.75,3.5,"Trujillo"
"2024-02-08","14:33","Naranja",6.99,2.2,"Arequipa"
"2024-02-08","14:35","Zanahoria",38.39,1.8,"Lima"
"2024-02-08","14:35","Fresa",1.46,6,"Arequipa"
"2024-02-08","14:35","Carne de Cerdo",1.59,18,"Trujillo"
"2024-02-08","14:35","Uva",3.62,4,"Cusco"
"2024-02-08","14:38","Lechuga",78.57,1.5,"Arequipa"
"2024-02-08","14:38","Huevo",1,7.2,"Trujillo"
"2024-02-08","14:40","Pollo",8.2,8,"Chiclayo"
"2024-02-08","14:45","Uva",1.8,4,"Lima"
"2024-02-08","14:47","Tomate",41.25,2,"Chiclayo"
"2024-02-08","14:48","Jamon",0.76,9.5,"Cusco"
"2024-02-08","14:50","Papa",49.15,1.2,"Lima"
"2024-02-08","14:50","Pescado",0.56,15,"Arequipa"
"2024-02-08","14:50","Pescado",0.94,15,"Chiclayo"
"2024-02-08","14:51","Plátano",4.79,1.5,"Arequipa"
"2024-02-08","14:52","Cordero",1.51,24,"Trujillo"
"2024-02-08","14:54","Manzana",2.4,3,"Lima"
"2024-02-08","14:54","Cebolla",5.58,1.8,"Trujillo"
"2024-02-08","14:54","Jamon",0.81,9.5,"Trujillo"
"2024-02-08","14:55","Fresa",1.2,6,"Chiclayo"
"2024-02-08","14:55","Fresa",2.63,6,"Chiclayo"
"2024-02-08","14:57","Cordero",3.09,24,"Trujillo"
"2024-02-08","14:58","Carne de Cerdo",0.55,18,"Cusco"
"2024-02-08","14:59","Queso",3.9,10,"Trujillo"
"2024-02-08","15:00","Huevo",2.61,7.2,"Lima"
"2024-02-08","15:01","Naranja",23.75,2.2,"Lima"
"2024-02-08","15:03","Huevo",1,7.2,"Lima"
"2024-02-08","15:03","Cebolla",8.11,1.8,"Cusco"
"2024-02-08","15:04","Zanahoria",3.99,1.8,"Lima"
"2024-02-08","15:04","Uva",10.32,4,"Cusco"
"2024-02-08","15:04","Cebolla",11.76,1.8,"Cusco"
"2024-02-08","15:08","Queso",1.32,10,"Chiclayo"
"2024-02-08","15:10","Huevo",3.62,7.2,"Arequipa"
"2024-02-08","15:11","Huevo",1,7.2,"Arequipa"
"2024-02-08","15:11","Jamon",1.94,9.5,"Arequipa"
"2024-02-08","15:13","Cebolla",4.99,1.8,"Chiclayo"
"2024-02-08","15:14","Pollo",1.45,8,"Arequipa"
"2024-02-08","15:15","Lechuga",43.29,1.5,"Cusco"
"2024-02-08","15:17","Pollo",1,8,"Trujillo"
"2024-02-08","15:18","Carne de Cerdo",0.69,18,"Cusco"
"2024-02-08","15:20","Zanahoria",14.03,1.8,"Cusco"
"2024-02-08","15:22","Zanahoria",40.74,1.8,"Lima"
"2024-02-08","15:26","Fresa",6.71,6,"Chiclayo"
"2024-02-08","15:28","Carne de Res",0.88,16.5,"Trujillo"
"2024-02-08","15:29","Carne de Res",1.7,16.5,"Cusco"
"2024-02-08","15:31","Manzana",8.53,3,"Arequipa"
"2024-02-08","15:31","Zanahoria",30.33,1.8,"Trujillo"
"2024-02-08","15:32","Papa",24.24,1.2,"Lima"
"2024-02-08","15:34","Pescado",1.01,15,"Arequipa"
"2024-02-08","15:35","Cebolla",24.32,1.8,"Lima"
"2024-02-08","15:41","Lechuga",13.03,1.5,"Cusco"
"2024-02-08","15:42","Plátano",107.07,1.5,"Trujillo"
"2024-02-08","15:44","Zanahoria",50.93,1.8,"Trujillo"
"2024-02-08","15:44","Huevo",1,7.2,"Chiclayo"
"2024-02-08","15:47","Papa",8.63,1.2,"Lima"
"2024-02-08","15:48","Cebolla",19.47,1.8,"Arequipa"
"2024-02-08","15:49","Jamon",1.61,9.5,"Lima"
"2024-02-08","15:50","Fresa",4.36,6,"Chiclayo"
"2024-02-08","15:51","Pollo",0.95,8,"Cusco"
"2024-02-08","15:53","Plátano",21.39,1.5,"Cusco"
"2024-02-08","15:53","Naranja",3.27,2.2,"Cusco"
"2024-02-08","15:57","Pescado",0.66,15,"Cusco"
"2024-02-08","16:01","Huevo",1.1,7.2,"Chiclayo"
"2024-02-08","16:05","Cordero",0.61,24,"Lima"
"2024-02-08","16:07","Uva",10.28,4,"Lima"
"2024-02-08","16:07","Uva",43.2,4,"Trujillo"
"2024-02-08","16:08","Carne de Res",0.44,16.5,"Chiclayo"
"2024-02-08","16:11","Carne de Cerdo",1.23,18,"Lima"
"2024-02-08","16:12","Jamon",2.31,9.5,"Lima"
"2024-02-08","16:14","Tomate",10.3,2,"Trujillo"
"2024-02-08","16:15","Pescado",0.78,15,"Trujillo"
"2024-02-08","16:15","Lechuga",21.99,1.5,"Chiclayo"
"2024-02-08","16:19","Papa",5.99,1.2,"Lima"
"2024-02-08","16:20","Huevo",2.95,7.2,"Arequipa"
"2024-02-08","16:20","Naranja",11.74,2.2,"Chiclayo"
"2024-02-08","16:25","Cordero",0.74,24,"Trujillo"
"2024-02-08","16:29","Huevo",2.09,7.2,"Trujillo"
"2024-02-08","16:29","Queso",2.94,10,"Cusco"
"2024-02-08","16:30","Naranja",17.6,2.2,"Lima"
"2024-02-08","16:31","Carne de Res",2.97,16.5,"Trujillo"
"2024-02-08","16:34","Lechuga",37.35,1.5,"Trujillo"
"2024-02-08","16:35","Carne de Res",1.82,16.5,"Arequipa"
"2024-02-08","16:36","Fresa",6.36,6,"Arequipa"
"2024-02-08","16:37","Huevo",1.29,7.2,"Trujillo"
"2024-02-08","16:37","Queso",1.75,10,"Trujillo"
"2024-02-08","16:38","Naranja",59.23,2.2,"Cusco"
"2024-02-08","16:38","Naranja",17.37,2.2,"Chiclayo"
"2024-02-08","16:41","Carne de Cerdo",0.63,18,"Chiclayo"
"2024-02-08","16:42","Pera",8.43,3.5,"Cusco"
"2024-02-08","16:44","Jamon",2.33,9.5,"Lima"
"2024-02-08","16:44","Huevo",9.67,7.2,"Chiclayo"
"2024-02-08","16:46","Fresa",1.2,6,"Arequipa"
"2024-02-08","16:47","Manzana",35.33,3,"Trujillo"
"2024-02-08","16:48","Cordero",3.65,24,"Chiclayo"
"2024-02-08","16:53","Queso",18.54,10,"Trujillo"
"2024-02-08","16:53","Plátano",4.79,1.5,"Chiclayo"
"2024-02-08","16:59","Carne de Res",4.32,16.5,"Trujillo"
"2024-02-08","17:00","Pescado",0.48,15,"Lima"
"2024-02-08","17:00","Queso",2.11,10,"Cusco"
"2024-02-08","17:00","Lechuga",21.44,1.5,"Chiclayo"
"2024-02-08","17:02","Huevo",1.7,7.2,"Lima"
"2024-02-08","17:05","Zanahoria",21.65,1.8,"Cusco"
"2024-02-08","17:06","Queso",2.52,10,"Trujillo"
"2024-02-08","17:06","Naranja",14.97,2.2,"Cusco"
"2024-02-08","17:07","Cebolla",4.51,1.8,"Lima"
"2024-02-08","17:08","Pescado",13.88,15,"Trujillo"
"2024-02-08","17:09","Jamon",0.76,9.5,"Cusco"
"2024-02-08","17:12","Zanahoria",63.12,1.8,"Arequipa"
"2024-02-08","17:16","Plátano",5.01,1.5,"Arequipa"
"2024-02-08","17:17","Pollo",3.11,8,"Cusco"
"2024-02-08","17:19","Pescado",2.94,15,"Trujillo"
"2024-02-08","17:21","Tomate",10.88,2,"Trujillo"
"2024-02-08","17:22","Plátano",4.79,1.5,"Trujillo"
"2024-02-08","17:23","Uva",44.87,4,"Trujillo"
"2024-02-08","17:23","Pera",11.93,3.5,"Chiclayo"
"2024-02-08","17:24","Tomate",20.02,2,"Chiclayo"
"2024-02-08","17:25","Tomate",22.28,2,"Arequipa"
"2024-02-08","17:26","Pera",9.81,3.5,"Cusco"
"2024-02-08","17:27","Papa",12.98,1.2,"Arequipa"
"2024-02-08","17:28","Uva",9.65,4,"Chiclayo"
"2024-02-08","17:34","Fresa",1.2,6,"Trujillo"
"2024-02-08","17:36","Naranja",3.27,2.2,"Arequipa"
"2024-02-08","17:36","Zanahoria",9.44,1.8,"Cusco"
"2024-02-08","17:36","Pescado",2.35,15,"Cusco"
"2024-02-08","17:38","Cordero",2.48,24,"Arequipa"
"2024-02-08","17:38","Plátano",35.25,1.5,"Trujillo"
"2024-02-08","17:39","Huevo",11.71,7.2,"Cusco"
"2024-02-08","17:43","Tomate",25.28,2,"Trujillo"
"2024-02-08","17:45","Pollo",6.95,8,"Trujillo"
"2024-02-08","17:47","Uva",2.38,4,"Arequipa"
"2024-02-08","17:47","Uva",2.76,4,"Cusco"
"2024-02-08","17:50","Pescado",1.21,15,"Arequipa"
"2024-02-08","17:51","Papa",5.99,1.2,"Lima"
"2024-02-08","17:51","Lechuga",36.54,1.5,"Trujillo"
"2024-02-08","17:51","Zanahoria",10.38,1.8,"Chiclayo"
"2024-02-08","17:52","Lechuga",58.86,1.5,"Arequipa"
"2024-02-08","17:56","Pera",6.07,3.5,"Cusco"
"2024-02-08","17:57","Cebolla",10.72,1.8,"Lima"
"2024-02-08","17:57","Fresa",3.82,6,"Cusco"
"2024-02-08","17:58","Fresa",1.2,6,"Lima"
"2024-02-08","18:01","Lechuga",4.79,1.5,"Trujillo"
"2024-02-08","18:02","Fresa",1.2,6,"Trujillo"
"2024-02-08","18:04","Zanahoria",17.53,1.8,"Trujillo"
"2024-02-08","18:05","Zanahoria",4.29,1.8,"Cusco"
"2024-02-08","18:07","Jamon",2.03,9.5,"Lima"
"2024-02-08","18:08","Zanahoria",40.19,1.8,"Cusco"
"2024-02-08","18:09","Lechuga",5.5,1.5,"Lima"
"2024-02-08","18:15","Uva",2.84,4,"Cusco"
"2024-02-08","18:18","Huevo",4.48,7.2,"Arequipa"
"2024-02-08","18:18","Cordero",0.56,24,"Trujillo"
"2024-02-08","18:19","Papa",122.46,1.2,"Lima"
"2024-02-08","18:24","Pescado",1.58,15,"Cusco"
"2024-02-08","18:30","Carne de Cerdo",0.4,18,"Cusco"
"2024-02-08","18:30","Tomate",3.6,2,"Chiclayo"
"2024-02-08","18:31","Carne de Cerdo",0.68,18,"Arequipa"
"2024-02-08","18:31","Cordero",2.02,24,"Cusco"
"2024-02-08","18:32","Carne de Cerdo",0.56,18,"Cusco"
"2024-02-08","18:33","Cebolla",10.33,1.8,"Chiclayo"
"2024-02-08","18:36","Zanahoria",3.99,1.8,"Arequipa"
"2024-02-08","18:37","Pollo",1.47,8,"Lima"
"2024-02-08","18:38","Tomate",3.6,2,"Trujillo"
"2024-02-08","18:40","Jamon",0.76,9.5,"Cusco"
"2024-02-08","18:43","Cordero",2.03,24,"Cusco"
"2024-02-08","18:43","Uva",9.55,4,"Chiclayo"
"2024-02-08","18:43","Naranja",26.91,2.2,"Chiclayo"
"2024-02-08","18:45","Manzana",3.26,3,"Chiclayo"
"2024-02-08","18:46","Uva",3.33,4,"Cusco"
"2024-02-08","18:47","Fresa",2.26,6,"Trujillo"
"2024-02-08","18:49","Naranja",15.18,2.2,"Cusco"
"2024-02-08","18:51","Uva",53.75,4,"Lima"
"2024-02-08","18:52","Carne de Res",0.69,16.5,"Arequipa"
"2024-02-08","18:53","Zanahoria",7.93,1.8,"Trujillo"
"2024-02-08","18:58","Fresa",2.8,6,"Arequipa"
"2024-02-08","19:00","Queso",2.96,10,"Lima"
"2024-02-08","19:00","Manzana",12.48,3,"Lima"
"2024-02-08","19:02","Zanahoria",24.44,1.8,"Arequipa"
"2024-02-08","19:06","Cordero",1.31,24,"Arequipa"
"2024-02-08","19:07","Cebolla",4.72,1.8,"Arequipa"
"2024-02-08","19:08","Cordero",2.31,24,"Lima"
"2024-02-08","19:09","Fresa",1.38,6,"Lima"
"2024-02-08","19:11","Tomate",16.58,2,"Chiclayo"
"2024-02-08","19:11","Cebolla",10.32,1.8,"Chiclayo"
"2024-02-08","19:12","Lechuga",19.88,1.5,"Arequipa"
"2024-02-08","19:12","Uva",10.37,4,"Cusco"
"2024-02-08","19:14","Queso",4.95,10,"Arequipa"
"2024-02-08","19:14","Jamon",9.03,9.5,"Cusco"
"2024-02-08","19:14","Queso",0.72,10,"Cusco"
"2024-02-08","19:17","Manzana",5.54,3,"Lima"
"2024-02-08","19:17","Manzana",2.55,3,"Lima"
"2024-02-08","19:22","Pescado",2.27,15,"Chiclayo"
"2024-02-08","19:25","Pescado",7.57,15,"Arequipa"
"2024-02-08","19:25","Lechuga",34.89,1.5,"Cusco"
"2024-02-08","19:26","Fresa",1.2,6,"Trujillo"
"2024-02-08","19:28","Huevo",4.21,7.2,"Lima"
"2024-02-08","19:28","Papa",179.17,1.2,"Cusco"
"2024-02-08","19:29","Pollo",0.9,8,"Chiclayo"
"2024-02-08","19:30","Fresa",2.55,6,"Arequipa"
"2024-02-08","19:30","Tomate",5.61,2,"Trujillo"
"2024-02-08","19:33","Carne de Res",0.44,16.5,"Lima"
"2024-02-08","19:36","Papa",25,1.2,"Lima"
"2024-02-08","19:37","Plátano",12.4,1.5,"Chiclayo"
"2024-02-08","19:38","Pera",24.5,3.5,"Lima"
"2024-02-08","19:40","Carne de Res",0.6,16.5,"Arequipa"
"2024-02-08","19:41","Cebolla",38.92,1.8,"Arequipa"
"2024-02-08","19:45","Carne de Res",3.68,16.5,"Lima"
"2024-02-08","19:47","Zanahoria",32.66,1.8,"Chiclayo"
"2024-02-08","19:48","Jamon",0.76,9.5,"Lima"
"2024-02-08","19:52","Jamon",2.67,9.5,"Arequipa"
"2024-02-08","19:53","Huevo",1.83,7.2,"Arequipa"
"2024-02-08","19:53","Tomate",7.45,2,"Cusco"
"2024-02-08","19:54","Cebolla",12.45,1.8,"Trujillo"
"2024-02-08","19:58","Papa",20.48,1.2,"Cusco"
"2024-02-08","19:59","Cordero",2.12,24,"Chiclayo"
"2024-02-08","20:00","Carne de Res",5.07,16.5,"Arequipa"
"2024-02-08","20:02","Papa",14.63,1.2,"Cusco"
"2024-02-08","20:02","Fresa",15.63,6,"Cusco"
"2024-02-08","20:05","Papa",37.09,1.2,"Cusco"
"2024-02-08","20:08","Cebolla",15.48,1.8,"Cusco"
"2024-02-08","20:10","Papa",23.41,1.2,"Cusco"
"2024-02-08","20:11","Manzana",4.19,3,"Lima"
"2024-02-08","20:11","Manzana",7.04,3,"Arequipa"
"2024-02-08","20:14","Carne de Res",1.23,16.5,"Chiclayo"
"2024-02-08","20:16","Pollo",1.73,8,"Cusco"
"2024-02-08","20:17","Carne de Cerdo",3.9,18,"Arequipa"
"2024-02-08","20:17","Cebolla",4.69,1.8,"Arequipa"
"2024-02-08","20:21","Huevo",3.02,7.2,"Lima"
"2024-02-08","20:22","Manzana",16.28,3,"Lima"
"2024-02-08","20:22","Plátano",11.79,1.5,"Cusco"
"2024-02-08","20:25","Manzana",18.91,3,"Arequipa"
"2024-02-08","20:27","Manzana",12.71,3,"Cusco"
"2024-02-08","20:27","Manzana",10,3,"Chiclayo"
"2024-02-08","20:37","Pera",52.62,3.5,"Trujillo"
"2024-02-08","20:37","Cebolla",14.6,1.8,"Cusco"
"2024-02-08","20:37","Lechuga",19.27,1.5,"Chiclayo"
"2024-02-08","20:40","Tomate",93.33,2,"Trujillo"
"2024-02-08","20:50","Lechuga",11.38,1.5,"Trujillo"
"2024-02-08","20:50","Tomate",6.65,2,"Cusco"
"2024-02-08","20:51","Cordero",1.46,24,"Trujillo"
"2024-02-08","20:57","Naranja",3.27,2.2,"Trujillo"
"2024-02-08","20:58","Manzana",9.04,3,"Trujillo"
"2024-02-08","8:01","Fresa",8.3,6,"Arequipa"
"2024-02-08","8:03","Carne de Res",12.18,16.5,"Trujillo"
"2024-02-08","8:03","Cebolla",3.99,1.8,"Cusco"
"2024-02-08","8:04","Lechuga",4.79,1.5,"Trujillo"
"2024-02-08","8:04","Carne de Cerdo",0.4,18,"Cusco"
"2024-02-08","8:05","Queso",3.99,10,"Chiclayo"
"2024-02-08","8:06","Pollo",3.64,8,"Trujillo"
"2024-02-08","8:07","Plátano",17.88,1.5,"Arequipa"
"2024-02-08","8:07","Huevo",2.37,7.2,"Cusco"
"2024-02-08","8:09","Cordero",1.6,24,"Lima"
"2024-02-08","8:12","Carne de Cerdo",1.47,18,"Arequipa"
"2024-02-08","8:14","Carne de Res",11.1,16.5,"Chiclayo"
"2024-02-08","8:16","Zanahoria",5.74,1.8,"Arequipa"
"2024-02-08","8:19","Plátano",20.25,1.5,"Cusco"
"2024-02-08","8:20","Pescado",0.48,15,"Chiclayo"
"2024-02-08","8:27","Jamon",0.76,9.5,"Cusco"
"2024-02-08","8:28","Huevo",7.67,7.2,"Arequipa"
"2024-02-08","8:29","Tomate",5.39,2,"Trujillo"
"2024-02-08","8:31","Cordero",3.48,24,"Chiclayo"
"2024-02-08","8:32","Cordero",0.54,24,"Lima"
"2024-02-08","8:32","Plátano",11.01,1.5,"Chiclayo"
"2024-02-08","8:33","Naranja",11.28,2.2,"Lima"
"2024-02-08","8:33","Jamon",8.46,9.5,"Cusco"
"2024-02-08","8:34","Pescado",0.94,15,"Arequipa"
"2024-02-08","8:34","Carne de Cerdo",3.78,18,"Chiclayo"
"2024-02-08","8:35","Cordero",0.3,24,"Lima"
"2024-02-08","8:35","Zanahoria",6.11,1.8,"Trujillo"
"2024-02-08","8:35","Jamon",22.63,9.5,"Chiclayo"
"2024-02-08","8:36","Fresa",6.02,6,"Arequipa"
"2024-02-08","8:39","Manzana",2.4,3,"Trujillo"
"2024-02-08","8:39","Papa",6.65,1.2,"Cusco"
"2024-02-08","8:39","Plátano",5.47,1.5,"Chiclayo"
"2024-02-08","8:41","Pera",5.77,3.5,"Arequipa"
"2024-02-08","8:44","Pollo",0.9,8,"Lima"
"2024-02-08","8:47","Jamon",0.97,9.5,"Lima"
"2024-02-08","8:47","Lechuga",12.83,1.5,"Lima"
"2024-02-08","8:47","Lechuga",4.79,1.5,"Arequipa"
"2024-02-08","8:48","Tomate",3.6,2,"Chiclayo"
"2024-02-08","8:49","Uva",2.43,4,"Cusco"
"2024-02-08","8:50","Cebolla",10.9,1.8,"Lima"
"2024-02-08","8:50","Fresa",4.01,6,"Cusco"
"2024-02-08","8:51","Cordero",0.43,24,"Trujillo"
"2024-02-08","8:54","Cordero",0.52,24,"Lima"
"2024-02-08","8:55","Queso",4.76,10,"Chiclayo"
"2024-02-08","8:56","Queso",5.22,10,"Trujillo"
"2024-02-08","9:01","Tomate",3.6,2,"Cusco"
"2024-02-08","9:03","Zanahoria",14.52,1.8,"Chiclayo"
"2024-02-08","9:05","Tomate",107.5,2,"Cusco"
"2024-02-08","9:06","Tomate",3.6,2,"Lima"
"2024-02-08","9:06","Plátano",25.13,1.5,"Lima"
"2024-02-08","9:07","Manzana",4.72,3,"Lima"
"2024-02-08","9:07","Huevo",9.8,7.2,"Arequipa"
"2024-02-08","9:09","Carne de Cerdo",2.28,18,"Trujillo"
"2024-02-08","9:12","Manzana",2.4,3,"Trujillo"
"2024-02-08","9:15","Queso",0.72,10,"Chiclayo"
"2024-02-08","9:18","Pescado",1.63,15,"Arequipa"
"2024-02-08","9:18","Cebolla",5.73,1.8,"Arequipa"
"2024-02-08","9:21","Cordero",0.3,24,"Lima"
"2024-02-08","9:22","Carne de Cerdo",10.57,18,"Cusco"
"2024-02-08","9:23","Carne de Cerdo",0.72,18,"Lima"
"2024-02-08","9:25","Carne de Cerdo",0.59,18,"Chiclayo"
"2024-02-08","9:27","Carne de Res",4.64,16.5,"Chiclayo"
"2024-02-08","9:33","Cordero",0.35,24,"Arequipa"
"2024-02-08","9:34","Cebolla",20.91,1.8,"Arequipa"
