Fecha,Servicio,Monto
2023-03-10,Económica,14.7
2023-03-10,Regular,79.9
2023-03-10,Regular,46.1
2023-03-10,Económica,50.2
2023-03-10,Regular,73.4
2023-03-10,Regular,60.7
2023-03-10,Regular,85.0
2023-03-10,Económica,12.4
2023-03-10,Confort,67.4
2023-03-10,Regular,89.4
2023-03-10,Económica,24.1
2023-03-10,Regular,52.7
2023-03-10,Regular,25.7
2023-03-10,Regular,142.2
2023-03-10,Económica,11.4
2023-03-10,Confort,46.2
2023-03-10,Económica,17.6
2023-03-10,Regular,62.0
2023-03-10,Económica,18.1
2023-03-10,Económica,21.2
2023-03-10,Regular,38.4
2023-03-10,Regular,112.8
2023-03-10,Económica,19.9
2023-03-10,Económica,16.5
2023-03-10,Regular,69.4
2023-03-10,Regular,39.0
2023-03-10,Regular,111.3
2023-03-10,Económica,16.6
2023-03-10,Económica,53.3
2023-03-10,Económica,21.1
2023-03-10,Económica,17.1
2023-03-10,Regular,58.0
2023-03-10,Regular,47.6
2023-03-10,Regular,68.6
2023-03-10,Confort,25.4
2023-03-10,Regular,34.8
2023-03-10,Económica,31.7
2023-03-10,Confort,182.7
2023-03-10,Económica,24.4
2023-03-10,Regular,24.6
2023-03-10,Regular,28.3
2023-03-10,Regular,44.7
2023-03-10,Económica,22.1
2023-03-10,Confort,113.0
2023-03-10,Regular,22.9
2023-03-10,Regular,104.3
2023-03-10,Económica,14.6
2023-03-10,Regular,54.6
2023-03-10,Confort,109.1
2023-03-10,Regular,17.7
2023-03-10,Confort,154.0
2023-03-10,Regular,35.2
2023-03-10,Regular,131.5
2023-03-10,Económica,57.1
2023-03-10,Regular,25.0
2023-03-10,Regular,18.7
2023-03-10,Económica,25.1
2023-03-10,Confort,14.1
2023-03-10,Regular,16.5
2023-03-11,Económica,13.8
2023-03-11,Confort,28.7
2023-03-11,Regular,64.1
2023-03-11,Económica,15.2
2023-03-11,Económica,14.8
2023-03-11,Confort,45.1
2023-03-11,Confort,17.5
2023-03-11,Regular,13.5
2023-03-11,Económica,16.2
2023-03-11,Regular,97.6
2023-03-11,Regular,68.7
2023-03-11,Regular,24.9
2023-03-11,Regular,46.3
2023-03-11,Económica,36.2
2023-03-11,Regular,48.5
2023-03-11,Confort,49.1
2023-03-11,Regular,43.7
2023-03-11,Económica,20.5
2023-03-11,Económica,11.4
2023-03-11,Regular,30.7
2023-03-11,Confort,85.5
2023-03-11,Regular,38.7
2023-03-11,Confort,70.8
2023-03-11,Confort,172.8
2023-03-11,Económica,16.1
2023-03-11,Económica,50.1
2023-03-11,Confort,48.2
2023-03-11,Confort,143.1
2023-03-11,Confort,154.4
2023-03-11,Regular,49.5
2023-03-11,Económica,19.5
2023-03-11,Regular,64.6
2023-03-11,Económica,13.9
2023-03-11,Regular,61.7
2023-03-11,Regular,92.1
2023-03-11,Regular,26.4
2023-03-11,Económica,43.9
2023-03-11,Regular,29.1
2023-03-11,Económica,29.6
2023-03-11,Económica,22.7
2023-03-11,Regular,58.9
2023-03-11,Regular,103.7
2023-03-11,Confort,106.2
2023-03-11,Económica,16.5
2023-03-11,Confort,80.7
2023-03-11,Regular,55.5
2023-03-11,Económica,19.9
2023-03-11,Económica,12.4
2023-03-11,Económica,20.6
2023-03-11,Regular,92.8
2023-03-11,Regular,44.1
2023-03-11,Regular,53.5
2023-03-11,Económica,20.1
2023-03-11,Regular,53.3
2023-03-11,Económica,11.0
2023-03-11,Regular,26.0
2023-03-11,Regular,43.6
2023-03-11,Económica,15.4
2023-03-11,Confort,69.0
2023-03-11,Económica,19.1
2023-03-11,Regular,46.0
2023-03-11,Económica,27.7
2023-03-11,Regular,40.9
2023-03-11,Económica,13.9
2023-03-11,Económica,10.6
2023-03-11,Regular,91.8
2023-03-11,Confort,20.7
2023-03-11,Regular,68.3
2023-03-11,Confort,259.9
2023-03-11,Económica,18.1
2023-03-11,Regular,20.5
2023-03-11,Regular,47.0
2023-03-11,Regular,124.6
2023-03-11,Regular,94.3
2023-03-11,Regular,33.8
2023-03-12,Regular,73.7
2023-03-12,Económica,15.9
2023-03-12,Confort,162.2
2023-03-12,Regular,143.9
2023-03-12,Económica,17.2
2023-03-12,Económica,24.3
2023-03-12,Económica,14.2
2023-03-12,Económica,22.7
2023-03-12,Regular,78.0
2023-03-12,Regular,29.1
2023-03-12,Regular,13.7
2023-03-12,Económica,26.8
2023-03-12,Regular,170.0
2023-03-12,Regular,49.9
2023-03-12,Regular,31.6
2023-03-12,Económica,17.3
2023-03-12,Regular,181.9
2023-03-12,Regular,79.0
2023-03-12,Regular,23.3
2023-03-12,Económica,12.9
2023-03-12,Regular,12.3
2023-03-12,Económica,15.2
2023-03-12,Regular,44.9
2023-03-12,Regular,116.1
2023-03-12,Económica,37.6
2023-03-12,Regular,84.3
2023-03-12,Económica,33.7
2023-03-12,Regular,59.5
2023-03-12,Confort,62.9
2023-03-12,Económica,17.7
2023-03-12,Regular,28.0
2023-03-12,Regular,50.7
2023-03-12,Económica,12.9
2023-03-12,Regular,28.0
2023-03-12,Regular,40.7
2023-03-12,Confort,234.0
2023-03-12,Regular,35.8
2023-03-12,Confort,78.0
2023-03-12,Regular,32.7
2023-03-12,Confort,73.9
2023-03-12,Regular,46.3
2023-03-12,Regular,97.4
2023-03-12,Económica,31.3
2023-03-12,Regular,47.2
2023-03-12,Regular,49.9
2023-03-12,Económica,31.7
2023-03-12,Económica,16.3
2023-03-12,Económica,13.9
2023-03-12,Económica,10.7
2023-03-12,Confort,93.0
2023-03-12,Regular,20.8
2023-03-12,Confort,19.5
2023-03-12,Económica,63.5
2023-03-12,Regular,25.5
2023-03-12,Regular,38.3
2023-03-12,Confort,17.1
2023-03-12,Confort,139.0
2023-03-12,Confort,86.6
2023-03-12,Regular,90.1
2023-03-12,Económica,31.0
2023-03-12,Regular,67.7
2023-03-12,Económica,16.2
2023-03-12,Económica,10.3
2023-03-12,Económica,10.8
2023-03-12,Regular,45.5
2023-03-12,Regular,34.4
2023-03-12,Regular,39.3
2023-03-12,Económica,10.3
2023-03-12,Económica,32.1
2023-03-12,Regular,60.8
2023-03-12,Regular,33.5
2023-03-12,Regular,62.9
2023-03-12,Económica,20.7
2023-03-12,Confort,77.4
2023-03-12,Regular,45.6
2023-03-12,Económica,19.5
2023-03-13,Económica,20.8
2023-03-13,Regular,49.4
2023-03-13,Regular,80.6
2023-03-13,Económica,31.4
2023-03-13,Regular,21.9
2023-03-13,Regular,90.4
2023-03-13,Regular,54.1
2023-03-13,Regular,33.7
2023-03-13,Regular,36.7
2023-03-13,Económica,19.1
2023-03-13,Regular,49.3
2023-03-13,Regular,27.7
2023-03-13,Regular,226.6
2023-03-13,Regular,36.1
2023-03-13,Regular,36.5
2023-03-13,Regular,43.2
2023-03-13,Regular,109.1
2023-03-13,Regular,74.3
2023-03-13,Económica,33.9
2023-03-13,Regular,60.5
2023-03-13,Regular,45.2
2023-03-13,Económica,37.0
2023-03-13,Económica,18.5
2023-03-13,Regular,34.8
2023-03-13,Económica,21.2
2023-03-13,Regular,108.2
2023-03-13,Regular,26.3
2023-03-13,Regular,131.2
2023-03-13,Regular,40.3
2023-03-13,Regular,49.8
2023-03-13,Regular,41.2
2023-03-13,Económica,15.5
2023-03-13,Regular,28.8
2023-03-13,Regular,14.2
2023-03-13,Regular,48.9
2023-03-13,Económica,33.6
2023-03-13,Confort,70.0
2023-03-13,Regular,19.9
2023-03-13,Regular,17.2
2023-03-13,Confort,30.8
2023-03-13,Regular,114.1
2023-03-13,Regular,59.4
2023-03-13,Confort,31.6
2023-03-13,Confort,39.0
2023-03-13,Económica,13.5
2023-03-13,Regular,176.2
2023-03-13,Regular,53.7
2023-03-13,Económica,23.4
2023-03-13,Confort,45.1
2023-03-13,Regular,14.6
2023-03-13,Confort,144.6
2023-03-13,Económica,17.7
2023-03-13,Confort,51.6
2023-03-13,Económica,21.2
2023-03-13,Regular,60.4
2023-03-13,Regular,69.8
2023-03-13,Regular,54.6
2023-03-13,Regular,48.0
2023-03-13,Regular,98.9
2023-03-13,Económica,13.3
2023-03-13,Regular,26.0
2023-03-13,Regular,21.4
2023-03-13,Confort,186.3
2023-03-13,Regular,29.7
2023-03-13,Regular,62.6
2023-03-13,Confort,56.0
2023-03-13,Regular,19.5
2023-03-13,Económica,20.9
2023-03-13,Económica,23.2
2023-03-13,Regular,31.1
2023-03-13,Económica,20.6
2023-03-13,Económica,10.8
2023-03-13,Confort,94.3
2023-03-13,Confort,144.3
2023-03-13,Regular,26.7
2023-03-13,Económica,26.5
2023-03-13,Económica,10.3
2023-03-13,Económica,55.4
2023-03-13,Regular,79.6
2023-03-13,Económica,16.3
2023-03-13,Económica,16.9
2023-03-14,Confort,71.0
2023-03-14,Regular,47.5
2023-03-14,Económica,11.8
2023-03-14,Regular,48.1
2023-03-14,Económica,24.4
2023-03-14,Regular,28.0
2023-03-14,Confort,67.4
2023-03-14,Confort,75.1
2023-03-14,Regular,30.0
2023-03-14,Confort,125.0
2023-03-14,Confort,30.4
2023-03-14,Confort,67.8
2023-03-14,Regular,35.9
2023-03-14,Regular,99.1
2023-03-14,Confort,103.2
2023-03-14,Económica,13.6
2023-03-14,Regular,117.8
2023-03-14,Regular,78.3
2023-03-14,Confort,71.3
2023-03-14,Económica,18.8
2023-03-14,Regular,73.9
2023-03-14,Confort,84.2
2023-03-14,Económica,23.3
2023-03-14,Confort,128.9
2023-03-14,Económica,12.0
2023-03-14,Económica,16.4
2023-03-14,Regular,40.2
2023-03-14,Económica,43.5
2023-03-14,Regular,50.5
2023-03-14,Económica,10.7
2023-03-14,Confort,136.2
2023-03-14,Económica,11.8
2023-03-14,Regular,16.0
2023-03-14,Económica,10.6
2023-03-14,Regular,42.7
2023-03-14,Confort,115.3
2023-03-14,Confort,52.9
2023-03-14,Confort,77.6
2023-03-14,Económica,10.5
2023-03-14,Regular,40.5
2023-03-14,Regular,34.1
2023-03-14,Confort,37.0
2023-03-14,Económica,12.9
2023-03-14,Regular,55.1
2023-03-14,Económica,37.4
2023-03-14,Regular,66.6
2023-03-14,Económica,36.0
2023-03-14,Económica,16.3
2023-03-14,Regular,50.9
2023-03-14,Económica,17.4
2023-03-14,Confort,90.5
2023-03-14,Regular,47.1
2023-03-14,Económica,16.7
2023-03-14,Confort,138.2
2023-03-14,Confort,38.6
2023-03-14,Económica,13.0
2023-03-14,Regular,48.5
2023-03-14,Económica,21.4
2023-03-14,Regular,73.7
2023-03-14,Regular,76.6
2023-03-14,Confort,160.9
2023-03-14,Regular,37.2
2023-03-14,Confort,33.7
2023-03-14,Regular,64.7
2023-03-14,Regular,15.6
2023-03-14,Regular,41.0
2023-03-14,Regular,40.9
2023-03-14,Económica,13.7
2023-03-14,Regular,31.2
2023-03-14,Regular,85.0
2023-03-14,Regular,85.8
2023-03-14,Económica,14.1
2023-03-14,Económica,13.7
2023-03-14,Confort,21.9
2023-03-14,Confort,91.2
2023-03-14,Económica,15.4
2023-03-14,Regular,59.8
2023-03-14,Económica,14.2
2023-03-14,Regular,48.2
2023-03-14,Regular,27.2
2023-03-15,Confort,76.0
2023-03-15,Regular,21.3
2023-03-15,Regular,53.3
2023-03-15,Económica,21.4
2023-03-15,Regular,63.1
2023-03-15,Regular,97.8
2023-03-15,Regular,15.8
2023-03-15,Regular,95.5
2023-03-15,Regular,48.2
2023-03-15,Económica,15.8
2023-03-15,Regular,33.7
2023-03-15,Confort,17.4
2023-03-15,Regular,61.1
2023-03-15,Confort,70.4
2023-03-15,Económica,14.7
2023-03-15,Regular,39.9
2023-03-15,Regular,81.5
2023-03-15,Confort,126.8
2023-03-15,Regular,40.6
2023-03-15,Regular,137.4
2023-03-15,Regular,42.6
2023-03-15,Regular,31.3
2023-03-15,Confort,90.0
2023-03-15,Regular,38.8
2023-03-15,Confort,37.1
2023-03-15,Regular,38.6
2023-03-15,Confort,89.6
2023-03-15,Regular,85.7
2023-03-15,Regular,31.9
2023-03-15,Regular,27.2
2023-03-15,Regular,38.7
2023-03-15,Regular,46.1
2023-03-15,Económica,21.6
2023-03-15,Regular,77.0
2023-03-15,Regular,38.3
2023-03-15,Confort,27.3
2023-03-15,Económica,14.8
2023-03-15,Regular,21.6
2023-03-15,Regular,136.5
2023-03-15,Regular,25.4
2023-03-15,Económica,17.8
2023-03-15,Regular,36.2
2023-03-15,Económica,25.6
2023-03-15,Económica,11.5
2023-03-15,Regular,26.6
2023-03-15,Regular,43.3
2023-03-15,Regular,44.1
2023-03-15,Regular,28.7
2023-03-15,Regular,35.2
2023-03-15,Regular,152.9
2023-03-15,Regular,30.1
2023-03-15,Económica,22.7
2023-03-15,Regular,21.8
2023-03-15,Regular,36.0
2023-03-15,Regular,70.5
2023-03-15,Económica,19.8
2023-03-15,Regular,62.4
2023-03-15,Económica,10.9
2023-03-15,Regular,33.0
2023-03-15,Regular,73.5
2023-03-15,Regular,27.6
2023-03-15,Regular,45.2
2023-03-15,Económica,19.7
2023-03-15,Confort,67.5
2023-03-15,Económica,12.3
2023-03-15,Regular,91.2
2023-03-15,Económica,19.4
2023-03-15,Confort,98.1
2023-03-15,Regular,28.4
2023-03-15,Regular,64.4
2023-03-15,Regular,26.3
2023-03-15,Regular,110.3
2023-03-15,Económica,15.7
2023-03-15,Regular,18.3
2023-03-15,Regular,38.8
2023-03-15,Regular,13.6
2023-03-15,Económica,19.3
2023-03-15,Regular,132.2
2023-03-15,Confort,169.2
2023-03-15,Económica,30.0
2023-03-15,Regular,119.0
2023-03-15,Regular,43.4
2023-03-16,Regular,23.9
2023-03-16,Regular,63.7
2023-03-16,Confort,57.6
2023-03-16,Regular,210.2
2023-03-16,Confort,23.6
2023-03-16,Económica,59.4
2023-03-16,Económica,12.4
2023-03-16,Económica,15.3
2023-03-16,Económica,10.2
2023-03-16,Confort,343.3
2023-03-16,Regular,81.8
2023-03-16,Regular,78.4
2023-03-16,Regular,41.6
2023-03-16,Regular,25.8
2023-03-16,Económica,17.3
2023-03-16,Regular,24.8
2023-03-16,Regular,30.9
2023-03-16,Confort,72.5
2023-03-16,Económica,44.4
2023-03-16,Económica,13.6
2023-03-16,Económica,10.8
2023-03-16,Confort,14.8
2023-03-16,Regular,33.4
2023-03-16,Regular,129.8
2023-03-16,Regular,54.9
2023-03-16,Regular,81.7
2023-03-16,Confort,37.8
2023-03-16,Económica,29.9
2023-03-16,Regular,15.1
2023-03-16,Confort,102.4
2023-03-16,Confort,77.7
2023-03-16,Económica,18.2
2023-03-16,Regular,41.8
2023-03-16,Regular,39.6
2023-03-16,Regular,53.5
2023-03-16,Confort,139.4
2023-03-16,Económica,48.4
2023-03-16,Regular,44.4
2023-03-16,Confort,12.3
2023-03-16,Económica,12.9
2023-03-16,Económica,19.2
2023-03-16,Económica,11.5
2023-03-16,Confort,70.2
2023-03-16,Regular,66.9
2023-03-16,Económica,16.5
2023-03-16,Confort,90.1
2023-03-16,Económica,17.4
2023-03-16,Regular,25.9
2023-03-16,Económica,22.7
2023-03-16,Económica,30.6
2023-03-16,Económica,23.0
2023-03-16,Económica,39.7
2023-03-16,Regular,33.2
2023-03-16,Confort,200.9
2023-03-16,Económica,12.5
2023-03-16,Económica,16.8
2023-03-16,Económica,12.4
2023-03-16,Regular,53.5
2023-03-16,Económica,12.5
2023-03-16,Confort,90.2
2023-03-16,Regular,41.8
2023-03-16,Económica,43.2
2023-03-16,Regular,46.5
2023-03-16,Económica,18.3
2023-03-16,Regular,19.8
2023-03-16,Confort,27.0
2023-03-16,Regular,49.9
2023-03-16,Económica,20.4
2023-03-16,Económica,15.5
2023-03-16,Regular,165.5
2023-03-16,Económica,11.0
2023-03-16,Confort,81.9
2023-03-16,Confort,78.7
2023-03-16,Regular,25.6
2023-03-16,Económica,16.5
2023-03-16,Confort,17.0
2023-03-16,Regular,62.9
2023-03-17,Regular,50.5
2023-03-17,Confort,70.1
2023-03-17,Confort,119.2
2023-03-17,Regular,56.4
2023-03-17,Confort,16.7
2023-03-17,Regular,21.0
2023-03-17,Regular,82.7
2023-03-17,Económica,19.2
2023-03-17,Económica,13.0
2023-03-17,Regular,57.8
2023-03-17,Regular,30.3
2023-03-17,Regular,109.5
2023-03-17,Económica,51.4
2023-03-17,Económica,13.7
2023-03-17,Confort,126.3
2023-03-17,Regular,21.8
2023-03-17,Regular,26.2
2023-03-17,Regular,30.3
2023-03-17,Económica,12.1
2023-03-17,Económica,37.0
2023-03-17,Económica,15.2
2023-03-17,Regular,30.2
2023-03-17,Regular,27.0
2023-03-17,Regular,68.4
2023-03-17,Regular,74.0
2023-03-17,Económica,16.6
2023-03-17,Regular,28.0
2023-03-17,Regular,28.4
2023-03-17,Económica,16.5
2023-03-17,Regular,73.1
2023-03-17,Regular,58.4
2023-03-17,Económica,18.3
2023-03-17,Confort,28.0
2023-03-17,Económica,14.4
2023-03-17,Regular,49.0
2023-03-17,Económica,15.1
2023-03-17,Confort,177.9
2023-03-17,Regular,69.7
2023-03-17,Regular,29.5
2023-03-17,Regular,44.0
2023-03-17,Confort,105.4
2023-03-17,Económica,41.8
2023-03-17,Económica,17.6
2023-03-17,Económica,28.7
2023-03-17,Regular,82.9
2023-03-17,Confort,50.7
2023-03-17,Regular,51.4
2023-03-17,Confort,89.4
2023-03-17,Regular,98.4
2023-03-17,Regular,109.3
2023-03-17,Regular,13.9
2023-03-17,Regular,40.9
2023-03-17,Regular,63.1
2023-03-17,Regular,65.7
2023-03-17,Regular,46.7
2023-03-17,Confort,17.2
2023-03-17,Regular,72.9
2023-03-17,Confort,60.1
2023-03-17,Regular,13.5
2023-03-17,Regular,34.5
2023-03-17,Regular,17.5
2023-03-17,Regular,26.2
2023-03-17,Económica,10.7
2023-03-17,Regular,30.1
2023-03-17,Económica,41.4
2023-03-17,Confort,48.1
2023-03-17,Regular,52.9
2023-03-17,Confort,81.3
2023-03-17,Económica,19.6
2023-03-17,Económica,15.1
2023-03-17,Regular,85.1
2023-03-17,Económica,16.7
2023-03-17,Confort,154.9
2023-03-17,Regular,82.8
2023-03-17,Regular,37.4
2023-03-17,Confort,166.9
2023-03-17,Económica,14.0
2023-03-17,Económica,24.2
2023-03-17,Regular,50.0
2023-03-17,Regular,27.0
2023-03-17,Confort,113.8
2023-03-18,Económica,13.0
2023-03-18,Regular,45.8
2023-03-18,Confort,50.1
2023-03-18,Regular,57.5
2023-03-18,Económica,23.3
2023-03-18,Confort,30.4
2023-03-18,Regular,93.4
2023-03-18,Económica,19.7
2023-03-18,Confort,88.8
2023-03-18,Regular,47.1
2023-03-18,Regular,74.5
2023-03-18,Regular,66.2
2023-03-18,Económica,20.4
2023-03-18,Regular,47.8
2023-03-18,Regular,100.9
2023-03-18,Regular,35.4
2023-03-18,Regular,162.7
2023-03-18,Confort,37.0
2023-03-18,Confort,16.9
2023-03-18,Económica,32.2
2023-03-18,Regular,146.1
2023-03-18,Confort,27.3
2023-03-18,Regular,101.0
2023-03-18,Confort,105.7
2023-03-18,Regular,29.4
2023-03-18,Económica,13.9
2023-03-18,Regular,67.9
2023-03-18,Regular,26.8
2023-03-18,Confort,78.6
2023-03-18,Económica,36.3
2023-03-18,Confort,39.8
2023-03-18,Confort,77.6
2023-03-18,Económica,31.6
2023-03-18,Económica,36.3
2023-03-18,Regular,31.2
2023-03-18,Regular,30.6
2023-03-18,Regular,43.5
2023-03-18,Regular,84.3
2023-03-18,Económica,30.2
2023-03-18,Regular,43.4
2023-03-18,Confort,59.9
2023-03-18,Regular,24.1
2023-03-18,Económica,24.6
2023-03-18,Confort,131.7
2023-03-18,Regular,67.8
2023-03-18,Regular,48.7
2023-03-18,Confort,56.9
2023-03-18,Económica,11.3
2023-03-18,Regular,53.2
2023-03-18,Regular,42.0
2023-03-18,Regular,45.4
2023-03-18,Económica,30.0
2023-03-18,Regular,13.8
2023-03-18,Regular,19.7
2023-03-18,Regular,145.2
2023-03-18,Regular,33.6
2023-03-18,Regular,38.2
2023-03-18,Económica,12.4
2023-03-18,Económica,11.7
2023-03-18,Confort,66.7
2023-03-18,Regular,44.7
2023-03-18,Regular,41.9
2023-03-18,Económica,22.5
2023-03-18,Regular,71.3
2023-03-18,Económica,18.3
2023-03-18,Regular,19.5
2023-03-18,Regular,37.7
2023-03-18,Regular,25.1
2023-03-18,Económica,22.8
2023-03-18,Regular,56.5
2023-03-18,Regular,57.3
2023-03-18,Confort,88.2
2023-03-18,Regular,34.3
2023-03-18,Confort,13.4
2023-03-18,Económica,24.4
2023-03-18,Regular,185.7
2023-03-19,Regular,43.8
2023-03-19,Económica,56.1
2023-03-19,Económica,10.3
2023-03-19,Regular,37.2
2023-03-19,Económica,11.4
2023-03-19,Regular,41.4
2023-03-19,Regular,104.6
2023-03-19,Regular,138.9
2023-03-19,Confort,39.0
2023-03-19,Regular,32.9
2023-03-19,Confort,118.2
2023-03-19,Regular,51.8
2023-03-19,Económica,12.5
2023-03-19,Regular,33.4
2023-03-19,Económica,20.2
2023-03-19,Regular,33.7
2023-03-19,Regular,32.7
2023-03-19,Regular,42.5
2023-03-19,Regular,26.5
2023-03-19,Económica,16.7
2023-03-19,Económica,36.1
2023-03-19,Confort,76.1
2023-03-19,Regular,50.7
2023-03-19,Regular,25.4
2023-03-19,Confort,112.2
2023-03-19,Confort,100.7
2023-03-19,Confort,18.8
2023-03-19,Económica,11.5
2023-03-19,Confort,60.4
2023-03-19,Confort,75.6
2023-03-19,Regular,138.2
2023-03-19,Confort,92.3
2023-03-19,Confort,44.2
2023-03-19,Regular,38.2
2023-03-19,Económica,11.1
2023-03-19,Económica,20.6
2023-03-19,Económica,33.0
2023-03-19,Confort,46.9
2023-03-19,Regular,40.4
2023-03-19,Regular,60.6
2023-03-19,Económica,22.2
2023-03-19,Regular,41.0
2023-03-19,Económica,13.4
2023-03-19,Regular,29.9
2023-03-19,Confort,61.7
2023-03-19,Regular,54.1
2023-03-19,Confort,184.2
2023-03-19,Económica,22.1
2023-03-19,Regular,35.7
2023-03-19,Regular,24.9
2023-03-19,Regular,31.7
2023-03-19,Regular,82.5
2023-03-19,Regular,53.0
2023-03-19,Confort,89.8
2023-03-19,Regular,18.5
2023-03-19,Regular,87.1
2023-03-19,Económica,12.3
2023-03-19,Regular,91.9
2023-03-19,Regular,24.9
2023-03-19,Regular,24.1
2023-03-19,Regular,36.8
2023-03-19,Regular,115.4
2023-03-19,Económica,11.8
2023-03-19,Económica,26.2
2023-03-19,Regular,82.4
2023-03-19,Regular,28.8
2023-03-19,Económica,18.3
2023-03-19,Económica,30.6
2023-03-19,Regular,28.2
2023-03-19,Regular,102.1
2023-03-19,Regular,63.5
2023-03-19,Regular,36.2
2023-03-19,Regular,176.1
2023-03-19,Regular,33.3
2023-03-19,Regular,12.2
2023-03-19,Económica,21.3
2023-03-20,Regular,32.9
2023-03-20,Económica,16.8
2023-03-20,Regular,128.0
2023-03-20,Regular,68.3
2023-03-20,Económica,22.5
2023-03-20,Regular,45.7
2023-03-20,Regular,61.1
2023-03-20,Regular,123.4
2023-03-20,Confort,95.4
2023-03-20,Regular,39.0
2023-03-20,Regular,69.6
2023-03-20,Regular,43.0
2023-03-20,Regular,42.2
2023-03-20,Económica,14.9
2023-03-20,Económica,15.4
2023-03-20,Regular,40.2
2023-03-20,Económica,22.5
2023-03-20,Regular,10.9
2023-03-20,Regular,61.3
2023-03-20,Económica,11.3
2023-03-20,Regular,46.2
2023-03-20,Regular,41.0
2023-03-20,Regular,148.7
2023-03-20,Regular,36.5
2023-03-20,Económica,12.6
2023-03-20,Regular,42.1
2023-03-20,Regular,83.6
2023-03-20,Confort,240.5
2023-03-20,Confort,32.5
2023-03-20,Económica,25.4
2023-03-20,Regular,104.9
2023-03-20,Económica,18.5
2023-03-20,Confort,48.2
2023-03-20,Regular,30.8
2023-03-20,Económica,11.7
2023-03-20,Regular,27.1
2023-03-20,Económica,22.3
2023-03-20,Regular,56.4
2023-03-20,Regular,128.9
2023-03-20,Regular,22.5
2023-03-20,Regular,76.8
2023-03-20,Económica,12.3
2023-03-20,Regular,40.9
2023-03-20,Económica,12.9
2023-03-20,Regular,118.8
2023-03-20,Regular,68.2
2023-03-20,Regular,52.9
2023-03-20,Confort,79.5
2023-03-20,Confort,51.7
2023-03-20,Confort,148.9
2023-03-20,Regular,60.1
2023-03-20,Regular,113.4
2023-03-20,Regular,39.1
2023-03-20,Económica,15.0
2023-03-20,Regular,40.1
2023-03-20,Económica,15.4
2023-03-20,Regular,45.9
2023-03-20,Económica,36.4
2023-03-20,Regular,49.0
2023-03-20,Económica,10.4
2023-03-20,Regular,18.7
2023-03-20,Económica,37.0
2023-03-20,Regular,130.3
2023-03-20,Regular,29.4
2023-03-20,Regular,32.1
2023-03-20,Confort,60.2
2023-03-20,Regular,47.0
2023-03-20,Regular,24.2
2023-03-20,Confort,31.2
2023-03-20,Económica,19.8
2023-03-20,Regular,145.3
2023-03-20,Económica,15.6
2023-03-20,Regular,28.6
2023-03-20,Económica,11.0
2023-03-20,Regular,20.0
2023-03-20,Regular,70.7
2023-03-20,Regular,19.0
2023-03-20,Económica,13.3
2023-03-20,Regular,35.7
2023-03-20,Económica,10.4
2023-03-21,Regular,13.3
2023-03-21,Regular,72.0
2023-03-21,Regular,65.5
2023-03-21,Regular,102.8
2023-03-21,Regular,82.5
2023-03-21,Económica,53.2
2023-03-21,Económica,12.0
2023-03-21,Regular,67.4
2023-03-21,Regular,80.2
2023-03-21,Regular,70.3
2023-03-21,Regular,36.7
2023-03-21,Económica,20.0
2023-03-21,Confort,80.2
2023-03-21,Regular,58.8
2023-03-21,Confort,158.6
2023-03-21,Económica,16.4
2023-03-21,Regular,19.6
2023-03-21,Económica,18.9
2023-03-21,Regular,69.1
2023-03-21,Económica,17.8
2023-03-21,Económica,12.6
2023-03-21,Regular,256.1
2023-03-21,Económica,10.9
2023-03-21,Regular,77.8
2023-03-21,Económica,27.1
2023-03-21,Regular,79.3
2023-03-21,Confort,40.4
2023-03-21,Regular,97.2
2023-03-21,Confort,108.0
2023-03-21,Económica,10.3
2023-03-21,Económica,12.9
2023-03-21,Económica,20.8
2023-03-21,Regular,51.6
2023-03-21,Confort,92.4
2023-03-21,Regular,33.2
2023-03-21,Confort,45.1
2023-03-21,Económica,17.9
2023-03-21,Confort,71.5
2023-03-21,Confort,138.6
2023-03-21,Económica,21.8
2023-03-21,Regular,35.7
2023-03-21,Económica,13.4
2023-03-21,Regular,40.8
2023-03-21,Económica,36.3
2023-03-21,Económica,15.9
2023-03-21,Económica,31.9
2023-03-21,Regular,25.3
2023-03-21,Confort,37.7
2023-03-21,Regular,43.1
2023-03-21,Económica,10.3
2023-03-21,Regular,63.8
2023-03-21,Regular,56.9
2023-03-21,Regular,27.2
2023-03-21,Económica,12.0
2023-03-21,Regular,62.9
2023-03-21,Regular,126.8
2023-03-21,Económica,20.3
2023-03-21,Económica,24.7
2023-03-21,Regular,17.6
2023-03-21,Regular,42.3
2023-03-21,Regular,16.3
2023-03-21,Regular,26.6
2023-03-21,Confort,54.9
2023-03-21,Económica,40.9
2023-03-21,Regular,28.4
2023-03-21,Regular,30.5
2023-03-21,Confort,41.1
2023-03-21,Económica,10.2
2023-03-21,Regular,13.1
2023-03-21,Regular,90.1
2023-03-21,Económica,13.0
2023-03-21,Económica,56.1
2023-03-21,Regular,105.0
2023-03-21,Regular,21.9
2023-03-21,Económica,27.4
2023-03-21,Regular,41.6
2023-03-21,Regular,90.3
2023-03-21,Confort,117.0
2023-03-22,Confort,73.5
2023-03-22,Económica,14.3
2023-03-22,Regular,62.2
2023-03-22,Regular,34.9
2023-03-22,Regular,40.0
2023-03-22,Económica,12.4
2023-03-22,Económica,20.0
2023-03-22,Regular,83.7
2023-03-22,Económica,38.5
2023-03-22,Económica,26.9
2023-03-22,Regular,32.9
