Nro pedido,ITEM,Cantidad,Latitud,Longitud,Fecha_pedido,fecha_embarque,fecha_recepcion,fecha_bodega,fecha_entrega
1030,115,1,-11.855076,-77.140999,20230204,,,,
1031,22,2,-12.039216,-77.089337,20230128,20230204.0,20230214.0,,
1032,34,1,-12.224806,-76.908365,20230212,,,,
1033,120,2,-12.024425,-77.028292,20230220,,,,
1034,99,1,-12.112808,-77.023285,20230127,20230203.0,20230212.0,20230216.0,20230220.0
1035,64,2,-12.039625,-77.091131,20230127,20230129.0,20230204.0,20230207.0,
1036,85,1,-11.854684,-77.141949,20230214,20230219.0,20230220.0,,
1037,71,2,-11.992936,-77.098168,20230201,20230203.0,20230208.0,,
1038,119,4,-12.025879,-77.028552,20230201,20230207.0,20230211.0,20230213.0,20230220.0
1039,1,1,-12.039667,-77.091716,20230122,20230129.0,20230212.0,20230214.0,
1040,13,1,-12.124679,-76.993948,20230203,20230204.0,20230216.0,,
1041,60,2,-12.118501,-77.025455,20230201,20230203.0,,,
1042,118,1,-12.00787,-77.090525,20230211,20230214.0,,,
1043,56,3,-12.230524,-76.910126,20230204,20230209.0,20230212.0,,
1044,57,4,-11.969272,-76.993578,20230129,20230203.0,20230207.0,,
1045,58,1,-12.039589,-77.093204,20230204,20230205.0,,,
1046,68,4,-12.22635,-76.930636,20230131,20230203.0,20230214.0,20230216.0,
1047,27,5,-11.903426,-77.038514,20230123,20230128.0,20230201.0,20230204.0,
1048,44,1,-12.114697,-77.016229,20230210,20230215.0,20230216.0,,
1049,48,5,-12.22841,-76.93339,20230130,20230203.0,20230205.0,,
1050,77,4,-12.121636,-77.004817,20230209,20230214.0,20230215.0,,
1051,87,5,-11.978645,-77.0012,20230208,20230213.0,20230214.0,20230215.0,20230217.0
1052,107,1,-12.223068,-76.942413,20230210,,,,
1053,47,5,-12.220357,-76.944173,20230124,20230128.0,20230207.0,20230212.0,20230215.0
1054,12,2,-12.024252,-77.026317,20230215,,,,
1055,9,1,-11.992854,-77.009757,20230206,20230210.0,,,
1056,20,2,-12.124646,-76.994026,20230126,20230202.0,20230215.0,20230218.0,
1057,28,4,-12.121091,-77.003368,20230207,20230209.0,,,
1058,22,2,-11.996487,-77.010075,20230205,20230212.0,20230219.0,,
1059,37,1,-12.023726,-77.08618,20230113,20230119.0,20230131.0,,
1060,93,2,-12.02699,-77.090694,20230119,20230121.0,20230123.0,20230127.0,20230201.0
1061,52,1,-12.028163,-77.093011,20230127,20230129.0,20230211.0,20230215.0,
1062,97,3,-12.028891,-77.090944,20230123,20230127.0,20230128.0,20230131.0,20230202.0
1063,101,4,-11.920464,-77.044368,20230113,20230119.0,20230131.0,,
1064,90,3,-11.955492,-77.058809,20230217,20230220.0,,,
1065,54,2,-11.955439,-77.052702,20230215,,,,
1066,80,3,-11.853902,-77.124922,20230202,,,,
1067,59,5,-12.064255,-77.00516,20230124,20230125.0,20230205.0,,
1068,92,1,-11.855202,-77.12511,20230124,20230126.0,20230207.0,20230211.0,20230216.0
1069,104,1,-11.926988,-77.058115,20230127,20230129.0,20230209.0,20230211.0,20230217.0
1070,81,3,-12.027313,-77.004899,20230208,20230212.0,20230213.0,20230218.0,
1071,37,1,-11.948214,-77.046544,20230128,20230204.0,20230215.0,20230217.0,20230219.0
1072,43,2,-11.854539,-77.124042,20230122,20230125.0,20230203.0,20230207.0,20230211.0
1073,116,4,-12.026503,-77.003492,20230201,20230203.0,20230205.0,20230210.0,
1074,115,3,-12.084031,-77.077155,20230111,20230118.0,20230128.0,20230131.0,20230206.0
1075,120,1,-11.864326,-77.073532,20230201,20230208.0,20230216.0,,
1076,14,2,-12.072936,-77.011307,20230218,20230219.0,,,
1077,8,3,-12.027276,-77.056158,20230212,20230214.0,,,
1078,15,1,-11.916636,-77.032617,20230130,20230131.0,20230210.0,20230214.0,20230220.0
1079,43,3,-11.864166,-77.073498,20230220,,,,
1080,43,2,-11.913381,-77.017099,20230123,20230128.0,20230202.0,,
1081,95,1,-11.947032,-77.076154,20230215,20230219.0,,,
1082,110,4,-12.026136,-77.003103,20230210,20230215.0,20230216.0,20230220.0,
1083,43,1,-12.072861,-77.009022,20230220,,,,
1084,61,4,-12.027627,-77.056504,20230215,20230219.0,,,
1085,53,1,-12.243277,-76.943449,20230122,20230126.0,20230131.0,20230203.0,
1086,43,6,-12.084387,-77.076865,20230212,,,,
1087,91,2,-11.864075,-77.073233,20230201,20230207.0,,,
1088,20,1,-12.01834,-77.051486,20230201,,,,
1089,80,4,-11.977562,-77.062565,20230123,20230129.0,20230207.0,20230210.0,
1090,39,1,-12.082157,-77.076239,20230131,20230205.0,,,
1091,63,3,-12.005551,-76.998367,20230215,20230219.0,,,
1092,5,1,-12.300603,-76.850442,20230131,20230204.0,20230212.0,,
1093,109,5,-11.855059,-77.116468,20230205,,,,
1094,66,1,-11.854652,-77.068854,20230123,20230129.0,20230208.0,,
1095,63,2,-11.98034,-77.059613,20230128,20230203.0,,,
1096,64,3,-11.854755,-77.068775,20230130,20230201.0,,,
1097,65,1,-12.080005,-77.076263,20230210,20230214.0,20230215.0,20230220.0,
1098,86,2,-12.02291,-77.050281,20230121,20230127.0,20230131.0,20230202.0,
1099,90,1,-11.990596,-77.003107,20230131,20230202.0,20230213.0,20230214.0,20230216.0
1100,103,1,-11.853748,-77.073327,20230219,,,,
1101,70,2,-11.915042,-77.028655,20230112,20230117.0,20230125.0,20230130.0,20230203.0
1102,63,1,-12.309323,-76.83732,20230209,20230215.0,,,
1103,93,3,-12.073351,-77.105882,20230205,20230207.0,20230214.0,20230218.0,
1104,121,3,-11.973239,-77.042272,20230207,20230210.0,20230220.0,,
1105,20,1,-12.063749,-77.020509,20230127,20230201.0,,,
1106,58,1,-12.072384,-77.013976,20230121,20230126.0,20230127.0,20230129.0,20230131.0
1107,2,3,-11.971692,-77.042234,20230203,20230204.0,20230207.0,,
1108,6,1,-11.854248,-77.074477,20230129,20230202.0,20230209.0,20230211.0,
1109,13,1,-12.312157,-76.835645,20230212,,,,
1110,13,5,-12.074174,-77.106094,20230214,20230215.0,20230219.0,,
1111,38,1,-12.010585,-77.060428,20230124,20230126.0,20230128.0,20230129.0,20230205.0
1112,1,5,-11.966358,-77.036682,20230207,20230212.0,,,
1113,118,2,-12.008032,-77.014239,20230114,20230118.0,20230125.0,20230130.0,20230205.0
1114,101,4,-11.878402,-77.127211,20230114,20230118.0,20230128.0,20230202.0,20230203.0
1115,32,2,-11.828127,-77.137971,20230202,20230206.0,20230219.0,,
1116,70,5,-11.973111,-77.045174,20230106,20230110.0,20230123.0,20230126.0,20230202.0
1117,114,1,-12.01858,-77.075224,20230122,20230128.0,20230202.0,20230205.0,
1118,40,2,-11.972482,-77.044577,20230127,20230201.0,,,
1119,31,4,-11.925596,-77.039775,20230208,20230214.0,20230218.0,,
1121,6,6,-11.879696,-77.131345,20230123,20230125.0,20230203.0,20230205.0,
1122,68,5,-11.863715,-77.087543,20230128,20230130.0,20230211.0,,
1123,120,2,-12.076045,-77.110461,20230122,20230123.0,20230127.0,20230131.0,
1124,40,3,-12.354131,-76.806238,20230123,20230130.0,20230205.0,20230208.0,20230213.0
1125,80,1,-11.972507,-77.045108,20230207,20230208.0,,,
1126,67,5,-11.863512,-77.08748,20230122,20230129.0,20230207.0,20230210.0,
1127,59,1,-11.878701,-77.135456,20230207,,,,
1128,46,1,-12.020755,-77.077336,20230131,20230205.0,20230213.0,,
1129,112,1,-12.076658,-77.107203,20230213,20230216.0,,,
1130,23,2,-11.97314,-77.047303,20230205,20230206.0,20230217.0,20230219.0,
1131,51,1,-11.865141,-77.084989,20230131,20230202.0,20230204.0,,
1132,9,5,-12.352322,-76.806663,20230113,20230120.0,20230202.0,20230204.0,20230209.0
1133,29,4,-11.88095,-77.136823,20230201,20230205.0,20230210.0,,
1134,62,2,-11.97489,-77.054305,20230212,20230215.0,,,
1135,111,2,-12.061943,-77.116442,20230201,20230208.0,20230218.0,20230220.0,
1136,4,4,-11.834294,-77.162215,20230115,20230119.0,20230202.0,20230206.0,
1137,57,3,-11.878227,-77.133619,20230131,20230205.0,20230208.0,20230209.0,20230213.0
1138,78,2,-12.040178,-76.984279,20230206,20230207.0,20230217.0,20230219.0,
1139,31,2,-12.040839,-76.984168,20230208,20230211.0,,,
1140,44,2,-12.061347,-77.116021,20230202,20230208.0,,,
1141,15,1,-12.111276,-77.02394,20230202,20230208.0,20230209.0,,
1142,43,1,-12.042776,-76.984168,20230128,20230131.0,20230206.0,20230211.0,
1143,101,2,-12.043328,-76.983409,20230130,20230205.0,20230212.0,20230215.0,
1144,47,5,-11.862715,-77.080694,20230218,,,,
1145,67,2,-11.990231,-77.094435,20230130,20230203.0,20230211.0,20230213.0,20230214.0
1146,87,2,-11.915877,-77.030652,20230204,20230209.0,20230220.0,,
1147,13,1,-11.981724,-77.042175,20230120,20230123.0,20230130.0,20230204.0,
1148,120,4,-12.056801,-77.114045,20230122,20230124.0,20230203.0,20230206.0,
1149,95,4,-12.052419,-76.979222,20230213,,,,
1150,66,1,-12.364484,-76.794568,20230122,20230127.0,20230131.0,,
1151,81,1,-11.884844,-77.069369,20230208,20230209.0,20230213.0,,
1152,51,4,-11.989718,-77.097758,20230126,20230131.0,20230211.0,20230213.0,20230217.0
1153,32,1,-11.984376,-77.04105,20230202,20230207.0,20230210.0,20230213.0,
1154,100,2,-12.053166,-76.98087,20230122,20230124.0,20230129.0,20230202.0,20230203.0
1155,76,2,-12.367721,-76.79263,20230131,,,,
1156,26,4,-11.884914,-77.069186,20230126,20230130.0,20230207.0,20230208.0,
1157,31,2,-11.981837,-77.040568,20230202,20230205.0,,,
1158,82,5,-11.957969,-76.983863,20230201,,,,
1159,116,5,-11.967957,-77.0894,20230206,20230211.0,,,
1160,108,2,-11.980983,-77.040666,20230202,20230203.0,20230212.0,20230213.0,
1161,117,2,-12.05382,-76.980974,20230127,20230129.0,20230203.0,20230204.0,
1162,37,3,-12.053342,-76.977118,20230204,20230205.0,20230208.0,20230212.0,20230215.0
1163,32,5,-11.980719,-77.041314,20230204,20230207.0,20230216.0,20230218.0,
1164,110,1,-12.387706,-76.772167,20230217,20230219.0,,,
1165,99,2,-11.967086,-77.09002,20230210,20230213.0,20230217.0,20230219.0,
1166,1,4,-11.918905,-77.043583,20230123,20230130.0,20230204.0,20230206.0,20230207.0
1167,118,1,-11.864504,-77.078371,20230109,20230116.0,20230130.0,20230203.0,20230209.0
1168,10,3,-12.386531,-76.772092,20230121,20230122.0,20230202.0,20230204.0,20230206.0
1169,42,3,-12.03074,-77.033985,20230118,20230124.0,20230131.0,20230203.0,20230206.0
1170,26,4,-12.056241,-77.113695,20230217,20230218.0,,,
1171,85,1,-11.862438,-77.079671,20230213,,,,
1172,106,1,-11.902782,-77.042392,20230204,20230211.0,,,
1173,30,2,-11.941301,-76.98153,20230206,20230209.0,20230220.0,,
1174,57,2,-11.864515,-77.077909,20230204,20230206.0,20230215.0,,
1175,99,2,-12.298824,-76.849022,20230209,20230212.0,,,
1176,108,4,-11.969426,-77.087931,20230211,,,,
1177,38,2,-11.942187,-76.975974,20230204,20230208.0,,,
1178,46,2,-11.916329,-77.042247,20230119,20230125.0,20230206.0,20230207.0,
1179,46,3,-11.9435,-76.974208,20230216,20230218.0,,,
1180,114,3,-12.056296,-77.113992,20230203,,,,
1181,120,1,-12.274133,-76.869136,20230127,20230202.0,20230213.0,,
1182,79,5,-11.983475,-77.100228,20230202,20230209.0,20230211.0,20230212.0,20230219.0
1183,115,1,-12.063978,-77.014396,20230213,20230214.0,20230216.0,20230219.0,
1184,79,5,-11.961392,-77.059321,20230208,20230211.0,20230216.0,,
1185,12,3,-12.055156,-77.113781,20230123,20230126.0,20230209.0,20230214.0,20230216.0
1186,24,2,-11.885069,-77.130368,20230203,,,,
1187,89,1,-12.275665,-76.870198,20230118,20230123.0,20230206.0,20230209.0,20230211.0
1188,37,4,-11.996251,-77.111977,20230125,20230129.0,20230210.0,20230211.0,20230214.0
1189,74,4,-11.94174,-76.971054,20230117,20230124.0,20230202.0,20230204.0,20230208.0
1190,111,1,-12.06505,-77.01949,20230118,20230123.0,20230130.0,20230204.0,
1191,44,1,-12.275094,-76.870711,20230214,20230218.0,20230220.0,,
1192,112,3,-12.065742,-77.018251,20230214,20230216.0,,,
1193,17,4,-12.065378,-77.097481,20230217,,,,
1194,100,3,-11.881863,-77.128156,20230204,,,,
1195,81,2,-11.91218,-77.024463,20230121,20230123.0,20230128.0,20230202.0,20230205.0
1196,92,1,-11.961836,-76.983241,20230205,20230208.0,,,
1197,64,1,-12.066039,-77.097076,20230207,20230208.0,20230211.0,20230216.0,
1198,103,4,-11.996157,-77.112439,20230205,20230211.0,20230213.0,20230216.0,
1199,73,1,-12.256002,-76.889133,20230113,20230116.0,20230128.0,20230201.0,20230208.0
1200,88,1,-11.96149,-76.982882,20230124,20230126.0,20230130.0,20230131.0,20230205.0
1201,79,5,-12.061337,-77.096994,20230208,,,,
1202,120,2,-12.070594,-77.012549,20230118,20230124.0,20230128.0,20230130.0,20230203.0
1203,16,1,-11.901156,-77.054993,20230217,20230218.0,,,
1204,48,3,-11.994962,-77.109177,20230204,20230206.0,,,
1205,16,2,-11.882061,-77.132869,20230212,20230219.0,,,
1206,108,2,-12.252018,-76.898317,20230205,20230210.0,20230212.0,20230215.0,20230220.0
1207,46,4,-11.994765,-77.109169,20230111,20230117.0,20230129.0,20230131.0,
1208,109,1,-12.060213,-77.097199,20230204,20230205.0,20230208.0,,
1209,122,1,-11.887759,-77.130113,20230209,20230211.0,,,
1210,97,3,-11.994565,-77.110297,20230118,20230124.0,20230204.0,20230207.0,20230208.0
1211,58,4,-11.961276,-77.059486,20230116,20230120.0,20230203.0,20230207.0,20230208.0
1212,34,1,-12.071066,-77.01258,20230127,20230131.0,20230201.0,20230202.0,20230207.0
1213,95,2,-11.955091,-77.05246,20230215,20230216.0,20230218.0,20230220.0,
1214,28,1,-12.042698,-77.097096,20230210,20230216.0,,,
1215,117,1,-11.957243,-77.050943,20230126,20230129.0,20230209.0,,
1216,105,5,-12.12469,-76.993969,20230201,20230204.0,20230211.0,20230216.0,
1217,117,4,-11.932623,-77.047542,20230206,20230208.0,20230218.0,,
1218,35,3,-12.008607,-77.057774,20230121,20230128.0,20230203.0,20230208.0,
1219,91,4,-11.930759,-77.083159,20230117,20230122.0,20230202.0,,
1220,44,3,-11.998039,-77.010956,20230118,20230120.0,20230203.0,,
1221,22,3,-12.07099,-77.012798,20230109,20230113.0,20230125.0,20230126.0,20230201.0
1222,30,1,-11.930618,-77.081626,20230216,,,,
1223,16,2,-11.908752,-77.038474,20230209,,,,
1224,121,1,-12.030443,-77.09424,20230203,20230206.0,20230212.0,,
1225,53,1,-11.901312,-77.040376,20230213,20230216.0,20230218.0,,
1226,45,5,-11.913438,-77.015598,20230209,,,,
1227,36,1,-12.025493,-77.101301,20230117,20230120.0,20230201.0,,
1228,79,1,-12.025629,-77.101179,20230205,20230207.0,20230212.0,20230215.0,20230220.0
1229,94,2,-12.199586,-76.978785,20230201,20230205.0,20230217.0,20230219.0,
1230,102,1,-12.017134,-77.09757,20230207,20230209.0,,,
1231,96,1,-12.024947,-77.002055,20230209,,,,
1232,4,2,-12.197077,-76.98207,20230130,20230201.0,20230213.0,20230215.0,
1233,33,3,-12.084189,-76.877119,20230201,20230203.0,20230213.0,20230216.0,20230220.0
1234,6,5,-12.197128,-76.982122,20230124,20230126.0,20230207.0,20230209.0,
1235,33,5,-11.956222,-77.05584,20230215,,,,
1236,37,2,-12.015509,-77.093056,20230128,20230201.0,20230204.0,20230205.0,20230207.0
1237,95,5,-12.025205,-77.000815,20230206,20230207.0,,,
1238,31,1,-12.076797,-76.872132,20230130,20230202.0,20230206.0,,
1239,26,1,-12.041571,-76.965561,20230218,,,,
1240,59,1,-12.025465,-77.029284,20230207,,,,
1241,60,6,-11.955979,-77.055278,20230210,,,,
1242,120,3,-12.197309,-76.982036,20230213,,,,
1243,117,5,-12.197241,-76.982066,20230115,20230116.0,20230128.0,20230201.0,
1244,8,5,-12.016482,-77.092497,20230122,20230124.0,20230126.0,20230131.0,20230204.0
1245,40,5,-11.907342,-77.032507,20230120,20230127.0,20230130.0,20230202.0,
1246,15,5,-11.955894,-77.055198,20230124,20230127.0,20230203.0,,
1247,83,2,-11.937936,-77.067945,20230217,20230219.0,,,
1248,114,4,-11.896956,-77.029155,20230130,20230205.0,20230217.0,,
1249,121,4,-11.95262,-77.053122,20230210,20230212.0,,,
1250,61,3,-12.104853,-76.832613,20230117,20230119.0,20230129.0,20230202.0,20230205.0
1251,117,1,-11.895413,-77.02883,20230206,20230207.0,,,
1252,42,2,-12.193746,-77.015416,20230125,20230129.0,20230207.0,20230209.0,20230214.0
1253,77,1,-12.124556,-76.993941,20230122,20230126.0,20230203.0,20230204.0,
1254,113,3,-12.041809,-77.11849,20230120,20230122.0,20230129.0,20230202.0,20230208.0
1255,59,1,-11.952631,-77.053021,20230121,20230125.0,20230128.0,20230201.0,
1256,70,6,-11.954135,-77.075407,20230220,,,,
1257,81,4,-12.03743,-76.965317,20230126,20230130.0,20230208.0,,
1258,14,1,-12.099321,-76.839058,20230214,,,,
1259,83,2,-12.037326,-76.965053,20230213,,,,
1260,55,3,-12.040707,-77.124579,20230202,20230203.0,20230204.0,20230205.0,20230210.0
1261,7,5,-12.037429,-76.96377,20230113,20230114.0,20230128.0,20230131.0,
1262,16,1,-11.953947,-77.075569,20230213,20230215.0,20230220.0,,
1263,121,4,-12.037446,-76.96313,20230206,20230212.0,20230218.0,20230219.0,
1264,61,2,-12.111985,-76.818452,20230125,20230128.0,20230205.0,20230208.0,
1265,3,1,-11.913059,-77.019305,20230116,20230119.0,20230130.0,20230204.0,
1266,67,1,-11.887465,-77.02871,20230203,20230209.0,20230215.0,20230220.0,
1267,115,3,-12.193588,-77.020102,20230201,20230203.0,,,
1268,73,6,-12.085661,-77.089724,20230209,,,,
1269,29,2,-11.887938,-77.028314,20230131,20230204.0,20230206.0,20230207.0,20230212.0
1270,15,1,-11.838697,-77.155601,20230129,20230203.0,20230208.0,20230210.0,20230215.0
1271,24,1,-12.018798,-77.060319,20230202,20230207.0,20230209.0,,
1272,36,1,-11.892661,-77.029444,20230129,20230203.0,20230204.0,20230205.0,20230209.0
1273,77,1,-12.111669,-76.822086,20230117,20230121.0,20230128.0,20230201.0,20230206.0
1274,121,4,-12.194792,-77.02109,20230130,20230205.0,20230209.0,20230211.0,20230218.0
1275,94,4,-11.976346,-77.083231,20230202,20230203.0,20230207.0,20230212.0,20230215.0
1276,36,3,-12.018841,-77.060404,20230215,20230216.0,,,
1277,96,2,-12.005456,-76.998274,20230118,20230121.0,20230204.0,20230208.0,20230215.0
1278,16,6,-11.916625,-77.032762,20230204,20230207.0,,,
1279,95,2,-11.838752,-77.155799,20230128,20230131.0,20230205.0,20230210.0,
1280,59,1,-12.036837,-76.962762,20230202,20230209.0,20230214.0,,
1281,97,1,-12.003367,-77.002748,20230208,,,,
1282,53,3,-11.891915,-77.029856,20230206,20230208.0,20230211.0,,
1283,29,1,-12.021671,-77.060764,20230131,20230202.0,20230208.0,,
1284,59,1,-11.838784,-77.162215,20230130,20230131.0,20230209.0,20230211.0,20230213.0
1285,39,1,-12.089456,-76.853308,20230131,20230205.0,20230210.0,20230213.0,
1286,77,3,-12.085618,-77.090174,20230120,20230124.0,20230205.0,,
1287,62,4,-12.010268,-77.07001,20230204,20230208.0,,,
1288,8,3,-12.025011,-77.060179,20230128,20230202.0,20230216.0,20230217.0,
1289,94,1,-12.087132,-77.087131,20230204,20230208.0,20230217.0,20230220.0,
1290,18,5,-11.961768,-77.058581,20230125,20230128.0,20230206.0,,
1291,60,5,-11.83942,-77.163399,20230209,,,,
1292,122,2,-11.843117,-76.993829,20230202,20230205.0,20230206.0,20230210.0,
1293,71,4,-12.003672,-77.002682,20230209,20230214.0,,,
1294,10,2,-12.005538,-77.068363,20230128,20230203.0,20230209.0,20230212.0,
1295,65,1,-12.025152,-77.052308,20230220,,,,
1296,5,2,-12.188879,-77.01439,20230129,20230131.0,,,
1297,72,1,-11.837553,-77.160712,20230205,20230206.0,20230212.0,20230214.0,20230220.0
1298,107,1,-12.112904,-76.873268,20230208,20230213.0,,,
1299,8,5,-11.83766,-77.159309,20230125,20230128.0,20230204.0,,
1300,15,2,-12.112439,-76.87344,20230217,20230218.0,,,
1301,35,2,-12.034371,-77.043498,20230129,20230130.0,20230206.0,,
1302,65,3,-11.862758,-77.038819,20230213,20230219.0,,,
1303,47,2,-11.961694,-77.058597,20230203,20230206.0,20230212.0,20230216.0,
1304,44,3,-12.104967,-76.873414,20230203,,,,
1305,121,1,-12.100437,-76.875843,20230131,20230206.0,20230211.0,,
1306,36,1,-12.098172,-76.879021,20230124,20230129.0,20230211.0,20230213.0,20230220.0
1307,52,1,-11.951277,-77.054437,20230201,20230202.0,20230208.0,,
1308,13,2,-11.975437,-77.008832,20230213,20230219.0,,,
1309,115,3,-11.917659,-77.027356,20230220,,,,
1310,61,1,-12.099772,-76.884229,20230124,20230129.0,20230131.0,20230203.0,
1311,105,4,-11.977346,-77.093502,20230203,20230209.0,20230212.0,20230215.0,20230220.0
1312,19,5,-11.977221,-77.112886,20230121,20230123.0,20230204.0,20230209.0,20230213.0
1313,73,1,-12.099949,-76.884579,20230211,,,,
1314,116,2,-12.18794,-77.017988,20230131,,,,
1315,97,5,-11.975962,-77.009047,20230130,20230204.0,20230206.0,20230210.0,20230214.0
1316,119,6,-12.094942,-76.885588,20230204,20230211.0,,,
1317,96,3,-11.979331,-77.114295,20230129,20230201.0,,,
1318,25,3,-11.913463,-77.02483,20230210,,,,
1319,54,6,-11.974598,-77.002605,20230217,,,,
1320,67,1,-12.169071,-76.996417,20230107,20230113.0,20230125.0,20230130.0,20230205.0
1321,5,1,-11.981814,-77.114335,20230210,,,,
1322,11,5,-11.949933,-77.049958,20230211,20230215.0,,,
1323,11,5,-11.982481,-77.114075,20230217,,,,
1324,116,1,-12.182558,-76.999985,20230123,20230126.0,20230206.0,20230211.0,
1325,64,4,-12.091385,-76.883968,20230119,20230126.0,20230202.0,20230205.0,
1326,35,3,-11.98576,-77.117311,20230215,20230218.0,,,
1327,76,1,-11.939011,-77.065373,20230212,20230213.0,,,
1328,117,1,-11.974509,-77.002293,20230120,20230124.0,20230125.0,20230129.0,20230201.0
1329,1,2,-12.089289,-76.881563,20230203,20230207.0,,,
1330,115,2,-11.833928,-77.161007,20230129,20230202.0,20230204.0,20230208.0,
1331,122,2,-11.940857,-77.058805,20230207,20230214.0,,,
1332,102,4,-12.185034,-76.998185,20230119,20230124.0,20230202.0,20230207.0,
1333,87,2,-11.985301,-77.117019,20230206,20230209.0,20230215.0,20230220.0,
1334,107,1,-11.968012,-77.005115,20230210,20230217.0,,,
1335,107,1,-12.12475,-76.993965,20230207,20230212.0,20230216.0,20230218.0,
1336,75,3,-12.095078,-76.883412,20230204,,,,
1337,106,1,-11.843696,-77.153347,20230113,20230118.0,20230201.0,20230203.0,20230205.0
1338,55,5,-11.999456,-77.04744,20230127,20230201.0,,,
1339,9,3,-11.985934,-77.115905,20230205,20230208.0,20230216.0,,
1340,35,5,-11.999493,-77.047286,20230110,20230117.0,20230130.0,20230201.0,
1341,105,2,-12.103818,-76.879531,20230115,20230121.0,20230202.0,,
1342,38,1,-12.001252,-77.113664,20230217,20230218.0,,,
1343,19,1,-12.204225,-77.013978,20230211,20230215.0,20230220.0,,
1344,119,5,-11.844262,-77.152059,20230122,20230126.0,20230206.0,20230211.0,20230218.0
1345,40,1,-12.003923,-77.054137,20230122,20230126.0,20230202.0,20230207.0,
1346,25,4,-11.942832,-77.060344,20230121,20230124.0,20230201.0,20230202.0,20230205.0
1347,77,6,-12.007612,-77.012415,20230130,20230203.0,20230212.0,20230217.0,
1348,52,2,-12.001506,-77.107082,20230124,20230131.0,20230204.0,20230209.0,
1349,68,4,-12.199887,-77.007194,20230126,20230130.0,20230209.0,,
1350,39,5,-11.987446,-77.109108,20230129,20230201.0,20230206.0,20230209.0,20230213.0
1351,101,2,-12.013049,-77.095624,20230205,,,,
1352,89,2,-11.913408,-77.012909,20230118,20230124.0,20230127.0,20230201.0,
1353,28,1,-11.987496,-77.112007,20230205,20230211.0,20230217.0,20230218.0,
1354,101,5,-11.843561,-77.15346,20230209,20230211.0,20230214.0,,
1355,57,4,-12.002113,-77.008607,20230214,20230215.0,,,
1356,96,3,-11.985863,-77.113887,20230209,20230213.0,20230219.0,,
1357,56,2,-12.164352,-76.9966,20230207,,,,
1358,100,3,-12.016686,-77.091811,20230213,,,,
1359,39,4,-12.008299,-77.00538,20230217,,,,
1360,19,6,-12.020185,-77.090639,20230126,20230130.0,20230212.0,,
1361,81,1,-11.986318,-77.115506,20230126,20230127.0,20230202.0,20230206.0,
1362,67,1,-11.906291,-77.043925,20230122,20230126.0,20230206.0,20230207.0,20230212.0
1363,3,3,-12.019402,-77.091104,20230214,20230217.0,20230218.0,,
1364,58,2,-11.988176,-77.11403,20230218,,,,
1365,11,3,-11.956277,-77.05572,20230203,20230205.0,,,
1366,43,3,-11.988544,-77.112915,20230203,20230204.0,20230214.0,,
1367,116,5,-11.927167,-77.059702,20230205,20230207.0,20230208.0,,
1368,112,4,-11.988652,-77.109902,20230131,20230203.0,20230217.0,20230219.0,
1369,44,4,-11.898343,-77.043202,20230201,20230205.0,20230214.0,,
1370,76,2,-12.148757,-76.9863,20230211,,,,
1371,55,2,-12.148116,-76.99138,20230123,20230127.0,20230210.0,20230213.0,20230218.0
1372,5,2,-11.914821,-77.026118,20230128,20230203.0,20230211.0,20230212.0,
1373,71,1,-12.146337,-77.012911,20230129,20230203.0,20230204.0,,
1374,80,1,-11.913951,-77.050149,20230208,,,,
1375,105,2,-12.142871,-77.016509,20230202,,,,
1376,16,3,-11.920423,-77.044293,20230203,,,,
1377,33,1,-12.146604,-77.012526,20230206,20230209.0,20230215.0,,
1378,45,2,-11.913371,-77.015882,20230131,20230205.0,,,
1379,43,4,-12.13366,-77.015882,20230214,20230216.0,,,
1380,49,5,-12.128391,-76.999006,20230119,20230122.0,20230131.0,,
1381,73,5,-12.201173,-76.979007,20230131,20230206.0,20230212.0,,
1382,42,1,-11.92646,-77.055069,20230215,20230217.0,,,
1383,64,2,-12.11896,-77.035242,20230116,20230117.0,20230127.0,20230130.0,20230201.0
1384,71,4,-11.927134,-77.059689,20230208,20230209.0,20230218.0,20230220.0,
1385,20,6,-11.890433,-77.039591,20230215,20230218.0,,,
1386,63,2,-11.981658,-77.075942,20230206,20230212.0,20230215.0,20230216.0,20230220.0
1387,53,1,-12.110804,-77.047747,20230112,20230117.0,20230126.0,20230129.0,20230131.0
1388,17,1,-12.031774,-77.09038,20230131,20230203.0,20230214.0,,
1389,69,6,-12.110868,-77.049435,20230206,20230211.0,20230217.0,,
1390,19,4,-11.89987,-77.039452,20230120,20230127.0,20230202.0,20230206.0,
1391,31,2,-11.980081,-77.074081,20230121,20230126.0,20230204.0,20230206.0,20230207.0
1392,16,4,-12.015545,-77.005726,20230220,,,,
1393,13,6,-12.031817,-77.086702,20230203,20230204.0,20230208.0,20230209.0,
1394,35,3,-11.983376,-77.074386,20230131,,,,
1395,122,4,-11.918627,-77.039029,20230202,20230203.0,20230216.0,,
1396,34,6,-12.032049,-77.087086,20230218,,,,
1397,100,2,-11.983906,-77.069067,20230118,20230123.0,20230127.0,20230131.0,
1398,61,1,-12.110474,-77.050051,20230214,,,,
1399,15,3,-11.98392,-77.068982,20230118,20230121.0,20230202.0,20230205.0,
1400,97,4,-11.926903,-77.058142,20230116,20230122.0,20230201.0,20230202.0,
